資料集名稱,檔案格式,下載連結,資料集類型,資料集描述,主要欄位說明,資料集提供機關,更新頻率,授權方式,授權說明網址,計費方式,編碼格式,資料集提供機關聯絡人,資料集提供機關聯絡人電話,備註
"行政院重大政策","xml","http://www.ey.gov.tw/Rss_News.aspx?n=3D06E532B0D8316C","rawData","提供行政院重大政策之訊息。","「主題」、「日期」、「連結」、「內容」。","行政院","每月","政府資料開放平臺資料使用規範","http://data.gov.tw/opendata/principle","免費","UTF-8;","洪先生","02-33568122",""
"國家通訊傳播委員會訴願業務統計","csv","http://www.ncc.gov.tw/chinese/files/opendata/appeals.csv","rawData","本會訴願業務統計","[訴願收辦件數],[訴願辦結件數],[訴願未結件數],[再審收辦件數],[再審辦結件數][再審未結件數]","國家通訊傳播委員會","每年","政府資料開放平臺資料使用規範","http://data.gov.tw/opendata/principle","免費","UTF-8;","吳先生","02-23433957",""
"垃圾郵件攔阻數據統計","csv","http://www.ncc.gov.tw/chinese/files/opendata/anti_spam.csv","rawData","每月網際網路接取服務業者提供垃圾郵件攔阻數據統計資料","[前一個月接收郵件總數]、[[當月接收郵件總數]、[處理垃圾郵件總數]、[每月的增減率統計數據]","國家通訊傳播委員會","每季","政府資料開放平臺資料使用規範"," http://data.gov.tw/opendata/principle","免費","UTF-8;","洪先生","02-33432639",""
"第二類電信業者名單及其營業項目","csv","http://www.ncc.gov.tw/chinese/files/opendata/2tel.csv","rawData","第二類電信事業經營者名單及其營業項目","[申請編號]、[經營者名單]、[服務項目]","國家通訊傳播委員會","每季","政府資料開放平臺資料使用規範"," http://data.gov.tw/opendata/principle","免費","UTF-8;","顏小姐","02-23433648",""
"無線調頻(FM)廣播電臺頻率及發射機位址","csv","http://www.ncc.gov.tw/chinese/files/opendata/fm.csv","rawData","無線調頻(FM)廣播電臺頻率及發射機位址","[電臺名稱] 、[頻率 (MHz)]、 [發射機地址]、[座標]、[電臺類別]","國家通訊傳播委員會","每季","政府資料開放平臺資料使用規範"," http://data.gov.tw/opendata/principle","免費","UTF-8;","蘇小姐","07-2391131",""
"無線調幅(AM)廣播電臺頻率及發射機位址","csv","http://www.ncc.gov.tw/chinese/files/opendata/am.csv","rawData","無線調幅(AM)廣播電臺頻率及發射機位址","[電臺名稱] 、[頻率 (MHz)]、 [發射機地址]、[電臺類別]","國家通訊傳播委員會","每季","政府資料開放平臺資料使用規範"," http://data.gov.tw/opendata/principle","免費","UTF-8;","蘇小姐","07-2391131",""
"電信工程業業者名單","csv","http://www.ncc.gov.tw/chinese/files/opendata/teleng.csv","rawData","本資料集主要提供電信工程業業者名單","[公司統編]、[公司名稱]、[公司地址]、[公司電話]、[資本額]、[公司等級]、[負責人]、[登記執照號碼]、[有效期限]、[現有專任電信工程人員]","國家通訊傳播委員會","每月","政府資料開放平臺資料使用規範","http://data.gov.tw/opendata/principle","免費","UTF-8;","許先生","07-2391121",""
"電波監測站位置","csv","http://www.ncc.gov.tw/chinese/files/opendata/國家通訊傳播委員會電波監測站位置一覽表.csv","rawData","全國電波監測站位置","[站名]、[東經]、[北緯]、[地址]","國家通訊傳播委員會","每年","政府資料開放平臺資料使用規範","http://data.gov.tw/opendata/principle","免費","UTF-8;","柳小姐","02-23433851",""
"廣播電視內容裁處件數及金額統計表","csv","http://www.ncc.gov.tw/chinese/files/opendata/廣播電視內容裁處件數及金額統計表.csv","rawData","廣播電視內容裁處件數及金額統計表","[違法事實]、[裁處件數總計]、[裁處金額總計]、[無線廣播事業裁處件數]、[無線廣播事業裁處金額]、[無線電視事業裁處件數]、[無線電視事業裁處金額]、[衛星廣播電視事業裁處件數]、[衛星廣播電視事業裁處金額]、[有線廣播電視事業裁處件數]、[有線廣播電視事業裁處金額]","國家通訊傳播委員會","每月","政府資料開放平臺資料使用規範","http://data.gov.tw/opendata/principle","免費","UTF-8;","周小姐","02-33432666",""
"綜合網路業務業者名單","csv","http://www.ncc.gov.tw/chinese/files/opendata/綜合網路業務業者名單.csv","rawData","全國綜合網路業務業者名單","[序號]、[公司名稱]、[地址]、[電話號碼]、[傳真號碼]","國家通訊傳播委員會","每年","政府資料開放平臺資料使用規範","http://data.gov.tw/opendata/principle","免費","UTF-8;","范小姐","02-23433642",""
"行動電話業者名單","csv","http://www.ncc.gov.tw/chinese/files/opendata/行動電話業務業者名單.csv","rawData","全國行動電話業者名單","[序號]、[公司名稱]、[地址]、[電話號碼]、[傳真號碼]","國家通訊傳播委員會","每年","政府資料開放平臺資料使用規範","http://data.gov.tw/opendata/principle","免費","UTF-8;","陳先生","02-23433644",""
"第三代行動通信業者名單","csv","http://www.ncc.gov.tw/chinese/files/opendata/第三代行動通信業務業者名單.csv","rawData","全國第三代行動通信業者名單","[公司名稱]、[地址]、[電話號碼]、[傳真號碼]","國家通訊傳播委員會","每年","政府資料開放平臺資料使用規範","http://data.gov.tw/opendata/principle","免費","UTF-8;","陳先生","02-23433644",""
"數位式低功率無線電話業者名單","csv","http://www.ncc.gov.tw/chinese/files/opendata/數位式低功率無線電話業者名單.csv","rawData","全國數位式低功率無線電話業者名單","[公司名稱]、[地址]、[電話號碼]、[傳真號碼]","國家通訊傳播委員會","每年","政府資料開放平臺資料使用規範","http://data.gov.tw/opendata/principle","免費","UTF-8;","陳先生","02-23433644",""
"無線寬頻接取業務業者名單","csv","http://www.ncc.gov.tw/chinese/files/opendata/無線寬頻接取業務核可業者名單.csv","rawData","全國無線寬頻接取業務業者名單","[公司名稱]、[地址]、[電話號碼]、[傳真號碼]","國家通訊傳播委員會","每年","政府資料開放平臺資料使用規範","http://data.gov.tw/opendata/principle","免費","UTF-8;","陳先生","02-23433644",""
"醫院病床統計","txt","http://www.mohw.gov.tw/cht/DOS/DisplayFile.aspx?url=http://www.mohw.gov.tw/MOHW_Upload/doc/101%e9%86%ab%e9%99%a2%e7%97%85%e5%ba%8a%e7%b5%b1%e8%a8%88_0031700000.zip&name=101%e5%b9%b4%e9%86%ab%e9%99%a2%e7%97%85%e5%ba%8a%e7%b5%b1%e8%a8%88&referrer=http%3a%2f%2fwww.mohw.gov.tw%2fCHT%2fDOS%2fDM1_P.aspx%3ff_list_no%3d557%26fod_list_no%3d4173%26doc_no%3d31700","rawData","提供我國醫院病床資料，供各界使用。","鄉鎮市區別、醫院家數、各類病床數","衛生福利部","每年","政府資料開放平臺資料使用規範","http://data.gov.tw/opendata/principle","免費","Unicode;","黃小姐","049-2332161#3502",""
"醫院人力統計","txt","http://www.mohw.gov.tw/cht/DOS/DisplayFile.aspx?url=http://www.mohw.gov.tw/MOHW_Upload/doc/101%e9%86%ab%e9%99%a2%e4%ba%ba%e5%8a%9b%e7%b5%b1%e8%a8%88_0031696000.zip&name=101%e5%b9%b4%e9%86%ab%e9%99%a2%e4%ba%ba%e5%8a%9b%e7%b5%b1%e8%a8%88&referrer=http%3a%2f%2fwww.mohw.gov.tw%2fCHT%2fDOS%2fDM1_P.aspx%3ff_list_no%3d557%26fod_list_no%3d4173%26doc_no%3d31696","rawData","提供我國醫院人力資料，供各界使用。","鄉鎮市區別、醫院家數、各類人員數","衛生福利部","每年","政府資料開放平臺資料使用規範","http://data.gov.tw/opendata/principle","免費","Unicode;","黃小姐","049-2332161#3502",""
"醫院科別統計","txt","http://www.mohw.gov.tw/cht/DOS/DisplayFile.aspx?url=http://www.mohw.gov.tw/MOHW_Upload/doc/101%e9%86%ab%e9%99%a2%e7%a7%91%e5%88%a5%e7%b5%b1%e8%a8%88_0031698000.zip&name=101%e5%b9%b4%e9%86%ab%e9%99%a2%e7%a7%91%e5%88%a5%e7%b5%b1%e8%a8%88&referrer=http%3a%2f%2fwww.mohw.gov.tw%2fCHT%2fDOS%2fDM1_P.aspx%3ff_list_no%3d557%26fod_list_no%3d4173%26doc_no%3d31698","rawData","提供我國醫院科別資料，供各界使用。","鄉鎮市區別、醫院家數、各科別家數","衛生福利部","每年","政府資料開放平臺資料使用規範","http://data.gov.tw/opendata/principle","免費","Unicode;","黃小姐","049-2332161#3502",""
"診所人力統計","txt","http://www.mohw.gov.tw/cht/DOS/DisplayFile.aspx?url=http://www.mohw.gov.tw/MOHW_Upload/doc/101%e8%a8%ba%e6%89%80%e4%ba%ba%e5%8a%9b%e7%b5%b1%e8%a8%88_0031693000.zip&name=101%e5%b9%b4%e8%a8%ba%e6%89%80%e4%ba%ba%e5%8a%9b%e7%b5%b1%e8%a8%88&referrer=http%3a%2f%2fwww.mohw.gov.tw%2fCHT%2fDOS%2fDM1_P.aspx%3ff_list_no%3d557%26fod_list_no%3d4173%26doc_no%3d31693","rawData","提供我國診所人力資料，供各界使用。","鄉鎮市區別、診所家數、各類人員數","衛生福利部","每年","政府資料開放平臺資料使用規範","http://data.gov.tw/opendata/principle","免費","Unicode;","黃小姐","049-2332161#3502",""
"診所科別統計","txt","http://www.mohw.gov.tw/cht/DOS/DisplayFile.aspx?url=http://www.mohw.gov.tw/MOHW_Upload/doc/101%e8%a8%ba%e6%89%80%e7%a7%91%e5%88%a5%e7%b5%b1%e8%a8%88_0031695000.zip&name=101%e5%b9%b4%e8%a8%ba%e6%89%80%e7%a7%91%e5%88%a5%e7%b5%b1%e8%a8%88&referrer=http%3a%2f%2fwww.mohw.gov.tw%2fCHT%2fDOS%2fDM1_P.aspx%3ff_list_no%3d557%26fod_list_no%3d4173%26doc_no%3d31695","rawData","提供我國診所科別資料，供各界使用。","鄉鎮市區別、診所家數、各科別家數","衛生福利部","每年","政府資料開放平臺資料使用規範","http://data.gov.tw/opendata/principle","免費","Unicode;","黃小姐","049-2332161#3502",""
"衛生福利部健康電子報","csv","http://www.mohw.gov.tw/MOHW_Upload/doc/opendata/file.zip","rawData","《健康電子報》提供衛生福利部最新公告資訊、健康預防與衛生教育消息、藥物食品安全注意事項，是民眾獲得健康與衛生教育實用知識的最佳方式","電子報名稱、出刊日期、期數、內容、附件","衛生福利部","不定期","政府資料開放平臺資料使用規範","http://data.gov.tw/opendata/principle","免費","Unicode;","林先生","02-8590-6320",""
"醫院基本資料","csv","http://www.mohw.gov.tw/MOHW_Upload/doc/opendata/醫院基本資料.csv","rawData","醫院之名稱、電話及地址","提供台灣各區及各級醫院名稱、電話、地址，方便民眾查詢就醫資訊。","衛生福利部","每3個月","政府資料開放平臺資料使用規範","http://data.gov.tw/opendata/principle","免費","Unicode;","許先生","02-85906666#6675",""
"全民健康保險爭議審議案件統計","csv","http://www.mohw.gov.tw/MOHW_Upload/doc/opendata/爭審會資料集.zip","rawData","涉及健保署與醫療院所有關醫療費用核定給付及行政處罰裁定之爭審，及健保署與人民權益有關健保保費費用核定與核退給付之爭審，經專業醫師審查及衛生福利部全民健康保險爭議審議會爭審決議案件統計。","審議爭議案件、程序審議、實體審議、案號、申請人、保險對象、科別、類別、組別、案數、決議（撤銷、撤銷另核、部分撤銷、部撤另核）、權益爭議案件、案號/收文號、案由、決議。","衛生福利部","每月","政府資料開放平臺資料使用規範","http://data.gov.tw/opendata/Principle","免費","Unicode;","郭小姐","02-85906729",""
"診所基本資料","csv","http://www.mohw.gov.tw/MOHW_Upload/doc/opendata/診所基本資料.csv","rawData","診所之名稱、電話及地址","提供台灣各地區診所名稱、電話、地址，方便民眾查詢就醫資訊。","衛生福利部","每3個月","政府資料開放平臺資料使用規範","http://data.gov.tw/opendata/principle","免費","Unicode;","許先生","02-85906666#6675",""
"死因統計","txt","http://www.mohw.gov.tw/CHT/DOS/DisplayFile.aspx?url=http://www.mohw.gov.tw/MOHW_Upload/doc/%e6%ad%bb%e5%9b%a0%e7%b5%b1%e8%a8%88%e8%b3%87%e6%96%99%e9%9b%86_0000708000.rar&name=%e6%ad%bb%e5%9b%a0%e7%b5%b1%e8%a8%88%e8%b3%87%e6%96%99%e9%9b%86_0000708000.rar","rawData","提供我國死因次級資料，供各界使用","年度、死亡原因、鄉鎮市區別、性別、年齡代碼及死亡人數","衛生福利部","每年","政府資料開放平臺資料使用規範","http://data.gov.tw/opendata/principle","免費","Unicode;","蕭小姐","02-85906783",""
"行政院衛生署全民健康保險會委員會議議事錄","txt","http://www.mohw.gov.tw/MOHW_Upload/doc/opendata/歷次委員會議議事錄.zip","rawData","依據全民健康保險會組成及議事辦法第12條，本會委員會議應依發言作成會議實錄，載明下列事項(如次項欄位：主要欄位說明)，於會議後十日內公開，本會爰公開於行政院衛生署網站本會網頁。","會議年次、屆次及次數、會議時間、會議地點、主席姓名、出席委員姓名及出席之代理人姓名、服務單位及職稱、請假委員姓名、列席人員姓名、服務單位及職稱、紀錄姓名、報告事項之案由、發言內容及決定、討論事項之案由、發言內容、決議及表決結果、其他應記載之事項。","全民健康保險會","每月","政府資料開放平臺資料使用規範","http://data.gov.tw/opendata/principle","免費",";BIG-5","樓先生","02-85906764",""
