試驗藥品監視新藥成分,申請者,許可證,報告書BA,報告書BE,報告書Dis,報告書核准日期,對照品商品名,對照品製造廠名,國別
"Tamsulosin SR OD tab 0.2mg","生達","衛部藥製 058548","","Y","","1031022","Harnalidge D SR OD tab 0.2mg","Asrellas Pharma Tech Co. Ltd. Yaizu Technology","Japan"
"Tamsulosin SR cap 0.2mg","中國化學","衛署藥製 047599","","Y","","940825","Harnalidge cap 0.2mg","Yamanouchi","Japan"
"Tamsulosin SR cap 0.2mg","生達","衛署藥製 046016","","Y","","920821","Harnalidge cap 0.2mg","Yamanouchi","Japan"
"Tamsulosin SR cap 0.2mg","信東","衛署藥製 050168","","Y","","970702","Harnalidge cap 0.2mg","Astellas Tokai","Japan"
"Tamsulosin SR cap 0.2mg","強生","衛署藥製 048637","","Y","","960319","Harnalidge cap 0.2mg","Yamanouchi","Japan"
"Tamsulosin SR tab 0.2mg","貽丹","衛署藥製 049342","","Y","","970306","Harnalidge cap 0.2mg","Yamanouchi","Japan"
"Tamsulosin SR tab 0.2mg","漢旭","衛署藥製 055576","","Y","","991201","Harnalidge D tab 0.2mg","Astellas","Japan"
"Tamsulosin SR tab 0.2mg","五洲","衛署藥製 047629","","Y","","940722","Harnalidge tab 0.2mg","Yamanouchi","Japan"
"Tamsulosin PR tab 0.4mg","瑩碩","衛部藥製 058817","","Y","","1040414","Harnalidge OCAS PR tab 0.4mg","Astellas Pharma Europe BV","Netherland"
"Tegafur/ Uracil cap 100mg/224mg","美時","衛署藥製 049563","Y","","","970512","UFT cap 100mg/224mg","Taiho","Japan"
"Telmisartan tab 40mg","中國化學","衛署藥製 056745","","Y","","1001031","Micardis tab 40mg","Boehringer Ingelheim Pharma Gmbh & Co.,KG","Germany"
"Temozolomide cap 20mg","美時","衛部藥製 058025","","Y","","1020715","Temodal cap 20mg","Orion","Finland"
"Temozolomide cap 100mg","美時","衛署藥製 056316","Y","","","991209","Temodal cap 100mg","Orion","Finland"
"Temozolomide cap 140mg","美時","衛部藥製 059184","","","Y","1030716","Tamos cap 250mg","美時","Taiwan"
"Temozolomide cap 180mg","美時","衛部藥製 058372","","","Y","1030703","Tamos cap 250mg","美時","Taiwan"
"Tenofovir tab 300mg","生達二廠","衛部藥製 059621","","Y","","1051025","Viread tab 300mg","Patheon Inc","Canada"
"Tenofovir tab 300mg","法諾亞","衛部藥製 059704","","Y","","1050704","Viread tab 300mg","Patheon Inc","Canada"
"Tenoxicam inj 20mg","生達","衛署藥製 041684","","Y","","860320","Tilcotil inj 20mg","Roche","Switzerland"
"Tenoxicam tab 10mg","華興","衛署藥製 043736","","","Y","891113","Sutondin tab 10mg","華興","Taiwan"
"Tenoxicam tab 20mg","生達","衛署藥製 040517","","Y","","850813","Tilcotil tab 20mg","羅氏","Taiwan"
"Tenoxicam tab 20mg","華興","衛署藥製 043458","","Y","","881123","Tilcotil tab 20mg","羅氏","Taiwan"
"Terazosin tab 2mg","五洲","衛署藥製 043961","","Y","","890704","Hytrin tab 2mg","Abbott","US"
"Terazosin tab 2mg","永信","衛署藥製 044547","","Y","","900611","Hytrin tab 2mg","Abbott","US"
"Terazosin tab 2mg","永勝","衛署藥製 043625","","Y","","890304","Hytrin tab 2mg","Abbott","US"
"Terazosin tab 2mg","亞培","衛署藥輸 022959","","Y","","890713","Hytrin tab 2mg","Abbott","US"
"Terazosin tab 2mg","信元","衛署藥製 043188","","Y","","880810","Hytrin tab 2mg","Abbott","US"
"Terazosin tab 2mg","信東","衛署藥製 043317","","Y","","881005","Hytrin tab 2mg","Abbott","US"
"Terazosin tab 2mg","景德","衛署藥製 043656","","Y","","890307","Hytrin tab 2mg","Abbott","US"
"Terazosin tab 2mg","瑞安","衛署藥製 044063","","Y","","891016","Hytrin tab 2mg","Abbott","US"
"Terazosin tab 2mg","衛達","衛署藥製 042936","","Y","","880421","Hytrin tab 2mg","Abbott","US"
"Terbinafine tab 250mg","中國化學","衛署藥製 043575","","Y","","890118","Lamisil tab 250mg","Novartis","Switzerland"
"Terbinafine tab 250mg","杏輝","衛署藥製 045950","","Y","","920924","Lamisil tab 250mg","Novartis","Switzerland"
"Terbinafine tab 250mg","信東","衛署藥製 044682","","Y","","901015","Lamisil tab 250mg","Novartis","Switzerland"
"Terbinafine tab 250mg","南光","衛署藥製 044683","","Y","","901022","Lamisil tab 250mg","Novartis","Switzerland"
"Terbinafine tab 250mg","瑞士","衛署藥製 047091","","Y","","940303","Lamisil tab 250mg","Novartis","UK"
"Thalidomide cap 50mg","美時","衛署藥製 057269","","Y","","990817","Thado cap 50mg","臺灣東洋","Taiwan"
"Tiagabine tab 10mg","信東","衛署藥製 049289","","Y","","961224","Gabitril tab 10mg","Sanofi Winthrop","UK"
"Tiagabine tab 5mg","信東","衛署藥製 049395","","","Y","970414","Tiabine tab 10mg","信東","Taiwan"
"Tigecycline lyophilized powder for Inj. 50mg","中國化學","衛署藥製 057783","","Y","","1040915","Tygacil lyophilized powder 50mg","Wyeth Lederle Srl","Italy"
"Tizanidine tab 2mg","十全","衛署藥製 046489","","Y","","930727","Sirdalud tab 2mg","Novartis","Switzerland"
"Tizanidine tab 2mg","永信","衛署藥製 048176","","Y","","950725","Sirdalud tab 2mg","Novartis","Germany"
"Tizanidine tab 2mg","政德","衛署藥製 046447","","Y","","930716","Sirdalud tab 2mg","Novartis","Germany"
"Tizanidine tab 2mg","景德","衛署藥製 045541","","Y","","911231","Sirdalud tab 2mg","Novartis","Switzerland"
"Tizanidine tab 2mg","寶齡富錦","衛署藥製 045755","","","Y","920827","Spaslax tab 4mg","寶齡富錦","Taiwan"
"Tizanidine tab 4mg","寶齡富錦","衛署藥製 045439","","Y","","920217","Sirdalud tab 2mg","Novartis","Switzerland"
"Tolterodine tab 2mg","健喬信元","衛署藥製 055408","","Y","","990817","Detrusitol tab 2mg","Pfizer","Italy"
"Tolterodine tab 2mg","萬菱","衛署藥製 048447","","Y","","950626","Detrusitol tab 2mg","Pharmacia & Upjohn","Italy"
"Topiramate tab 25mg","台灣諾華","衛署藥輸 025144","","","Y","981210","Topiramate tab 100mg","Sandoz","India"
"Topiramate tab 25mg","永信","衛署藥製 049861","","Y","","971202","Topamax tab 25mg","Cilag","Switzerland"
"Topiramate tab 25mg","英伯士","衛署藥製 048507","","","Y","960104","Epilramate tab 100mg","英伯士","Taiwan"
"Topiramate tab 25mg","瑞士","衛部藥製 059418","","","Y","1050825","Levelin tab 100mg","瑞士","Taiwan"
"Topiramate tab 50mg","台灣諾華","衛署藥輸 025145","","","Y","981221","Topiramate tab 100mg","Sandoz","India"
"Topiramate tab 50mg","永信","衛署藥製 049840","","","Y","971119","Toramate tab 100mg","永信","Taiwan"
"Topiramate tab 50mg","瑞士","衛部藥製 059419","","","Y","1050831","Levelin tab 100mg","瑞士","Taiwan"
"Topiramate tab 100mg","台灣諾華","衛署藥輸 025065","","Y","","980522","Topamax tab 100mg","Cilag AG","Switzerland"
"Topiramate tab 100mg","永信","衛署藥製 049568","","Y","","970415","Topamax tab 100mg","Cilag AG","Switzerland"
"Topiramate tab 100mg","吉富","衛署藥輸 025209","","Y","","990528","Topamax tab 100mg","Cilag AG","Switzerland"
"Topiramate tab 100mg","美時","衛署藥製 048055","","Y","","950309","Topamax tab 100mg","Cilag","Switzerland"
"Topiramate tab 100mg","美時","衛署藥製 048099","","Y","","950628","Topamax tab 100mg","Cilag AG","Switzerland"
"Topiramate tab 100mg","英伯士","衛署藥製 046749","","Y","","930812","Topamax tab 100mg","Cilag","Switzerland"
"Topiramate tab 100mg","瑞士","衛署藥製 057911","","Y","","1010523","Topamax tab 100mg","Cilag AG","Switzerland"
"Topiramate tab 100mg","十全","衛部藥製 058538","","Y","","1030304","Topamax tab 100mg","Cilag AG","Switzerland"
"Tramadol /Acetaminophen tab 37.5/325mg","永信","衛署藥製 056706","","Y","","1000314","Ultracet tab 37.5mg/325mg","Janssen","Korea"
"Tramadol cap 50mg","台灣派頓","衛署藥製 041557","","Y","","860702","Tramal cap 50mg","Grunenthal GmbH","Germany"
"Tramadol cap 50mg","禾利行","衛署藥輸 023134","","Y","","890630","Tramal cap 50mg","Grunenthal GmbH","Germany"
"Tramadol cap 50mg","明則實業","衛署藥製 043597","","Y","","881110","Tramal cap 50mg","Grunenthal GmbH","Germany"
"Tramadol cap 50mg","南光","衛署藥製 040422","","Y","","850301","Tramal cap 50mg","Grunenthal GmbH","Germany"
"Tramadol cap 50mg","瑞士","衛署藥製 043824","","Y","","890607","Tramal cap 50mg","Grunenthal GmbH","Germany"
"Tramadol cap 50mg","寶齡富錦","衛署藥製 042533","","Y","","870721","Tramal cap 50mg","Grunenthal GmbH","Germany"
"Tramadol inj 50mg/ml","台灣派頓","衛署藥製 038145","","Y","","851227","Tramal inj 50mg/ml","Grunemthal GmbH","Germany"
"Tramadol inj 50mg/ml","南光","衛署藥製 039058","","Y","","850608","Tramal inj 50mg/ml","Grunemthal GmbH","Germany"
"Tramadol SR tab 100mg","五洲","衛署藥製 047457","","Y","","920103","Tramal long retard tab 100mg","Grunenthal","Germany"
"Tramadol SR tab 100mg","友瑞","衛署藥製 042770","","Y","","880112","Tramal long retard tab 100mg","Grunenthal GmbH","Germany"
"Tramadol XL tab 200mg","吉富","衛署藥輸 025416","Y","","","1000125","Tramal Sandoz UNO Retard tab 200mg","Salutas","Germany"
"Trazodone tab 100mg","正和","衛署藥製 041350","","Y","","850328","Desyrel tab 100mg","Mead Johnson","US"
"Trazodone tab 100mg","信東","衛署藥製 042906","","Y","","880324","Mesyrel tab 50mg","美時","Taiwan"
"Trazodone tab 100mg","杏輝","衛署藥製 040523","","Y","","850716","Desyrel tab 100mg","Mead Johnson","US"
"Trazodone tab 50mg","正和","衛署藥製 041560","","","Y","860904","Trazo tab 100mg","正和","Taiwan"
"Trazodone tab 50mg","永信","衛署藥製 044577","","Y","","900510","Mesyrel tab 50mg","美時","Taiwan"
"Trazodone tab 50mg","信東","衛署藥製 043634","","","Y","890221","Mesyrel tab 50mg","美時","Taiwan"
"Trazodone tab 50mg","美時","衛署藥製 033664","","Y","","800110","Desyrel tab 100mg","Mead Johnson","US"
"Trazodone tab 50mg","漁人","衛署藥製 041599","","Y","","860519","Desyrel tab 50mg","Mead Johnson","US"
"Valaciclovir tab 500mg","中國化學","衛署藥製 057925","","Y","","1020116","Valtrex tab 500mg","Galxo Wellcome","Spain"
"Valaciclovir tab 500mg","永信","衛署藥製 049858","","Y","","970624","Valtrex tab 500mg","Glaxo","Spain"
"Valsartan tab 40mg","瑞士","衛部藥製 059197","","","Y","1050413","Retonin tab 80mg","瑞士新市廠","Taiwan"
"Valsartan cap 80mg","景德","衛署藥製 046661","","Y","","930525","Diovan cap 80mg","Novartis","Switzerland"
"Valsartan tab 80mg","十全","衛部藥製 058064","","Y","","1001208","Diovan tab 80mg","Novartis Farmaceutica S.A.","Spain"
"Valsartan tab 80mg","中國化學","衛署藥製 056670","","Y","","1000630","Diovan tab 80mg","Novartis","Switzerland"
"Valsartan tab 80mg","生達","衛署藥製055585","","","Y","991210","Valsart tab 160mg","生達","Taiwan"
"Valsartan tab 80mg","健亞","衛署藥製 056320","","","Y","1000509","Minivan tab 160mg","健亞","Taiwan"
"Valsartan tab 80mg","健喬信元","衛部藥製 058190","","","Y","1021118","Vaks tab 160mg","健喬信元","Taiwan"
"Valsartan tab 80mg","溫士頓","衛署藥製 057232","","Y","","1000830","Diovan tab 80mg","Novartis Farma Stein AG","Switzerland"
"Valsartan tab 80mg","瑞士","衛署藥製 057909","","Y","","1010705","Diovan tab 80mg","Novartis Farmaceutica S.A.","Spain"
"Valsartan tab 80mg","道格拉斯","衛署藥製 052593","","Y","","960830","Diovan tab 80mg","Novartis","Switzerland"
"Valsartan tab 80mg","正和","衛部藥製 058273","","Y","","1030218","Diovan tab 80mg","Novartis Farmaceutica S.A.","Spain"
"Valsartan tab 80mg","永信","衛署藥製 057381","","Y","","1010229","Diovan tab 80mg","Novartis Farmaceutica S.A.","Spain"
"Valsartan tab 80mg","信東","衛部藥製 058641","","","Y","1031106","Ditan tab 160mg","信東","Taiwan"
"Valsartan cap 160mg","景德","衛署藥製 057415","","","Y","1010303","Disartan cap 80mg ”Kingdom”","景德","Taiwan"
"Valsartan tab 160mg","中國化學","衛署藥製 057343","","","Y","1010614","Vosaa tab tab 80mg","中國化學","Taiwan"
"Valsartan tab 160mg","永信","衛署藥製 057380","","Y","","1000915","Diovan tab 160mg","Novartis Farmaceutica S.A.","Spain"
"Valsartan tab 160mg","生達","衛署藥製 055557","","Y","","990908","Diovan tab 160mg","Novartis","Switzerland"
"Valsartan tab 160mg","信東","衛部藥製 058085","","Y","","1020911","Diovan tab 160mg","Novartis","Spain"
"Valsartan tab 160mg","健亞","衛署藥製 056318","Y","","","1000222","Diovan tab 160mg","Novartis","Spain"
"Valsartan tab 160mg","健喬信元","衛部藥製 058170","","Y","","1021030","Diovan tab 160mg","Novartis","Spain"
"Valsartan tab 160mg","瑩碩","衛部藥製 058090","","Y","","1020729","Diovan tab 160mg","Novartis","Spain"
"Valsartab tab 160mg","正和新營廠","衛部藥製 059199","","","Y","1050512","Lasovan tab 80mg","正和新營廠","Taiwan"
"Valsartab tab 160mg","瑞士","衛部藥製 059196","","","Y","1050413","Retonin tab 80mg","瑞士新市廠","Taiwan"
"Valsartan tab 320mg","健喬信元","衛部藥製 058191","","","Y","1021126","Vaks tab 160mg","健喬信元","Taiwan"
"Valsartan tab 320mg","中國化學","衛署藥製 057342","","","Y","1010620","Vosaa tab tab 80mg","中國化學","Taiwan"
"Valsartan/ Hydrochlorothiazide tab 80/12.5mg","瑪科隆","衛署藥製 057371","","Y","","1001212","Co-Diovan tab 80mg/12.5mg","Novartis Farma","Italy"
"Valsartan/Hydrochlorothiazide cap 80/12.5mg","瑩碩","衛署藥製 057153","","Y","","1010116","Co-Diovan 80mg/12.5mg tab","Norvatis","Switzerland"
"Venlafaxine tab 37.5mg","怡發","衛署藥製 045961","","Y","","920825","Efexor tab 37.5mg","Wyeth-Ayerst","Canada"
"Venlafaxine tab 37.5mg","英伯士","衛署藥製 047090","","Y","","931011","Efexor tab 37.5mg","Wyeth-Ayerst","Canada"
"Venlafaxine tab 37.5mg","瑞士","衛署藥製 048054","","Y","","950601","Efexor tab 37.5mg","Wyeth-Ayerst","Canada"
"Venlafaxine tab 37.5mg","鴻汶","衛署藥製 047114","","Y","","930906","Efexor tab 37.5mg","Wyeth-Ayerst","Canada"
"Venlafaxine SR cap 37.5mg","瑞士","衛署藥製 049985","","","Y","970701","Calmdown SR cap 75mg","瑞士","Taiwan"
"Venlafaxine XR cap 37.5mg","南光","衛署藥製 055417","","","Y","990818","Easyfor SR cap 75mg","南光","Taiwan"
"Venlafaxine SR cap 75 mg","信東","衛署藥製 057263","","Y","","1010110","EFEXOR XR cap 75 mg","Wyeth Medica Ireland","Ireland"
"Venlafaxine SR cap 75mg","瑞士","衛署藥製 048875","","Y","","960423","Efexor XR cap 75mg","Wyeth-Ayerst","Ireland"
"Venlafaxine XR cap 75mg","諾華","衛署藥輸 025336","","Y","","991216","Efexor XR cap 75mg","Wyeth","Ireland"
"Venlafaxine XR cap 75mg","中國化學","衛署藥製 049583","","Y","","970725","Efexor XR cap 75mg","Wyeth Medica","Ireland"
"Venlafaxine XR cap 75mg","內外","衛署藥製 049557","","Y","","970415","Efexor XR cap 75mg","Wyeth-Ayerst","Ireland"
"Venlafaxine XR cap 75mg","生達","衛署藥製 047644","","Y","","940607","Efexor XR cap 75mg","Wyeth Medica","Ireland"
"Venlafaxine XR cap 75mg","南光","衛署藥製 049453","","Y","","970514","Efexor XR cap 75mg","Wyeth-Ayerst","Ireland"
"Venlafaxine XR cap 75mg","英伯士","衛署藥製 047273","","Y","","940418","Efexor XR cap 75mg","Wyeth-Ayerst","US"
"Venlafaxine XR cap 75mg","永勝","衛署藥製 049805","","Y","","970819","Efexor XR cap 75mg","Wyeth Medica","Ireland"
"Voriconazole tab 50mg","永信","衛部藥製 059743","","","Y","1060627","Vaway tab 200mg","永信台中幼獅廠","Taiwan"
"Voriconazole tab 200mg","永信","衛部藥製 059232","","Y","","1050628","Vfend tab 200mg","Pfizer Manufacturing Deutshland GmbH","Germany"
"Zaleplon cap 10mg","中國化學","衛署藥製 050339","","Y","","980416","Sonata cap 10mg","Wyeth","US"
"Zaleplon cap 10mg","友華","衛署藥製 049425","","Y","","970218","Sonata cap 10mg","Wyeth-Ayerst","US"
"Zaleplon cap 10mg","友華","衛署藥製 057136","","Y","","1001130","Sonata cap 10mg","Corepharma LLC","US"
"Zaleplon cap 10mg","弘如洋","衛署藥製 049667","","Y","","970820","Sonata cap 10mg","Wyeth-Ayerst","US"
"Zaleplon cap 10mg","正和","衛署藥製 049812","","Y","","971113","Sonata cap 10mg","Wyeth","US"
"Zaleplon cap 10mg","生達","衛署藥製 049166","","Y","","950913","Sonata cap 10mg","Wyeth-Ayerst","US"
"Zaleplon cap 10mg","瑞士","衛署藥製 049424","","Y","","961015","Sonata cap 10mg","Wyeth-Ayerst","US"
"Zaleplon cap 10mg","萬菱","衛署藥製 049084","","Y","","960919","Sonata cap 10mg","Wyeth-Ayerst","US"
"Zaleplon cap 10mg","鼎泰","衛署藥製 049423","","Y","","950502","Sonata cap 10mg","Wyeth-Ayerst","US"
"Zaleplon cap 5mg","中國化學","衛署藥製 052353","","","Y","981127","Zale cap 10mg","中國化學","Taiwan"
"Zaleplon cap 5mg","弘如洋","衛署藥製 050105","","","Y","980319","Demare cap 10mg","弘如洋","Taiwan"
"Zaleplon cap 5mg","正和","衛署藥製 055965","","","Y","990805","Solmin cap 10mg ＂C.H.＂","正和","Taiwan"
"Zaleplon cap 5mg","瑞士","衛署藥製 049960","","","Y","971120","Jalumen cap 10mg","瑞士","Taiwan"
"Zolpidem tab 10mg","十全","衛署藥製 044684","","Y","","900914","Stilnox tab 10mg","Synthelabo Groupe","France"
"Zolpidem tab 10mg","中國化學","衛署藥製 046255","","Y","","921202","Stilnox tab 10mg","Synthelabo Groupe","France"
"Zolpidem tab 10mg","五洲","衛署藥製 045279","","Y","","910924","Stilnox tab 10mg","Synthelabo Groupe","France"
"Zolpidem tab 10mg","內外","衛署藥製 045018","","Y","","910530","Stilnox tab 10mg","Synthelabo Groupe","France"
"Zolpidem tab 10mg","台灣道格拉斯","衛署藥製 044605","","Y","","900808","Stilnox tab 10mg","Synthelabo Groupe","France"
"Zolpidem tab 10mg","生達","衛署藥製 044826","","Y","","901101","Stilnox tab 10mg","Synthelabo Groupe","France"
"Zolpidem tab 10mg","吉富","衛署藥輸 024958","","Y","","970919","Stilnox tab 10mg","Synthelabo Groupe","France"
"Zolpidem tab 10mg","育生","衛署藥製 046563","","Y","","930831","Stilnox tab 10mg","Synthelabo Groupe","France"
"Zolpidem tab 10mg","信東","衛署藥製 045147","","Y","","910515","Stilnox tab 10mg","Synthelabo Groupe","France"
"Zolpidem tab 10mg","盛益","衛署藥輸 023735","","Y","","930709","Stilnox tab 10mg","Synthelabo Groupe","France"
"Zolpidem tab 10mg","華興","衛署藥製 049666","","Y","","970721","Stilnox tab 10mg","Synthelabo Groupe","France"
"Zolpidem tab 10mg","瑞士","衛署藥製 046491","","Y","","930802","Stilnox tab 10mg","Synthelabo Groupe","France"
"Zolpidem tab 10mg","鼎泰","衛署藥製 044463","","Y","","900507","Stilnox tab 10mg","Synthelabo Groupe","France"
"Zolpidem tab 10mg","衛達","衛署藥製 045155","","Y","","911001","Stilnox tab 10mg","Synthelabo Groupe","France"
"Zolpidem tab 10mg","鴻汶","衛署藥製 045752","","Y","","920819","Stilnox tab 10mg","Synthelabo Groupe","France"
"Zolpidem tab 10mg","國嘉","衛部藥製 058535","","Y","","1021014","Stilnox tab 10mg","Sanofi Winthrop Industrie","France"
"Zopiclone tab 7.5mg","吉裕","衛署藥輸 023592","","Y","","911024","Imovane tab 7.5mg","Theraplix","France"
