回收分級,文號,日期,產品,許可證字號,批號,許可證持有者,原因,
"2","104年7月6日 FDA藥字第1040026430號(食藥署藥品組)","2015-07-17","“培力”宜斑淨乳膏 Cleanfleck cream“P.L.”","衛署藥製字第055983號","TCFA07","培力藥品工業股份有限公司","廠商自主通報藥品使用不符合規定之原料藥",
"2","104年7月6日 FDA藥字第1040026464號(食藥署藥品組)","2015-07-17","皙膚美乳膏 STARTGOOD CREAM","衛署藥製字第044258號","SD-10012、SD-10013","元福國際股份有限公司","廠商自主通報藥品使用不符合規定之原料藥",
"3","104年7月16日 FDA藥字第1040029203號(食藥署藥品組)","2015-07-24","＂濟生＂回利他命注射液 FELINAMIN INJECTION ＂CHI SHENG＂","衛署藥製字第013651號","I9075、I9076","濟生化學製藥廠股份有限公司","廠商自主通報，說明藥品於6月底之安定性試驗結果尚符合原核准規格，惟已趨近於規格之下限",
"2","104年7月16日 FDA藥字第1046036783號(食藥署藥品組)","2015-07-24","克痢淨懸浮液 KAOTIN SUSPENSION","衛署藥製字第028020號","MF168","景德製藥股份有限公司","廠商自主通報藥品使用不符合規定之原料藥",
"2","104年7月16日 FDA藥字第1046036783號(食藥署藥品組)","2015-07-24","景德”明漾人工淚液點眼液 Min Young Lubricant Eye Drops“Kingdom”","衛署藥製字第049750號","RB011、RC001、RC002、SC011、SC012、SC013、SE007","景德製藥股份有限公司","廠商自主通報藥品使用不符合規定之原料藥",
"2","104年7月16日 FDA藥字第1046036783號(食藥署藥品組)","2015-07-24","消炎膏 KINGISTINE OINTMENT ＂KINGDOM＂","內衛成製字第000568號","26S111、27S105、27S106、28S108、28S109、28S110、28S115、29S107、29S108、29S114、MG070、MG071、MH089、MH187、MK057、MK069、MK133、MK134","景德製藥股份有限公司","廠商自主通報藥品使用不符合規定之原料藥",
"2","104年7月16日 FDA藥字第1046036783號(食藥署藥品組)","2015-07-24","愛顏洗劑４％（沈澱硫）ACNE LOTION 4% (SULFUR PRECIPITATED) ＂KINGDOM＂","衛署藥製字第035447號","MF152、MH080、MK147、MM051、MP078、MR045、PA053、PA054","景德製藥股份有限公司","廠商自主通報藥品使用不符合規定之原料藥",
"2","104年7月16日 FDA藥字第1046036783號(食藥署藥品組)","2015-07-24","複方甘草合劑 COMPOUND GLYCYRRHIZA MIXTURE ＂KINGDOM＂","衛署藥製字第028606號","104年5月20日前生產之批號","景德製藥股份有限公司","廠商自主通報藥品使用不符合規定之原料藥",
"2","104年7月6日FDA風字第1040028147號(食藥署風管組)","2015-07-24","艾翠麗凝膠0.06%（氫偶素）","衛署藥製字第038073號","4MY37","黃氏製藥股份有限公司","持續性安定性試驗檢驗結果不合格",
"2","104年7月20日 FDA藥字第1041407129號(食藥署藥品組)","2015-07-30","養膚軟膏 YONFU OINTMENT","衛署藥製字第016901號","5512089、5512090、5512091、5512092、5513008、5513014、5513024、5513025","應元化學製藥股份有限公司","廠商主動通報，說明藥品經安定性試驗，其主成分含量低於原核准規格",
"2","104年7月22日 FDA藥字第1040031501號(食藥署藥品組)","2015-07-30","眼光眼藥水 YEN KUANG EYE DROPS","衛署藥製字第000015號","YK1404","五福化學製藥股份有限公司","廠商主動通報，說明藥品於最終成品檢驗結果不符合規格",
"2","105年8月8日 FDA藥字第1051408528號(食藥署藥品組)","2016-08-18","安賜他明錠 ACETAZOLAMAX TABLETS","衛署藥製字第007819號","NL9274","妙仁企業有限公司","接獲藥品不良品通報，藥品外觀顏色異常，廠商自行評估後主動啟動回收",
"2","105年8月9日 FDA藥字第1050033104號(食藥署藥品組)","2016-08-18","速鼻寧膠囊 SPELIN CAPSULES ＂M.T.＂","衛署藥製字第025388號","HD072、HD211","明大化學製藥股份有限公司","廠商主動通報，說明藥品外觀顏色異常",
"2","104年7月28日 FDA藥字第1040033173號(食藥署藥品組)","2015-08-06","＂應元＂ 視益眼藥水 0.25% SHOWEN EYE DROPS 0.25% ＂Y.Y.＂","衛署藥製字第045307號","1113055、1113056、1114037","應元化學製藥股份有限公司","廠商主動通報，說明藥品經安定性試驗，其主成分含量低於原核准規格",
"第二級","105年3月25日 FDA風字第1051101802號(食藥署風管組)","2016-04-14","＂立康生物科技＂ 安痠痛藥膠布(可多普洛菲)","衛署藥製字第048164號","CG01B","立康生物科技股份有限公司","含量測定與規格不符。",
"第二級","105年3月25日 FDA風字第1051101789號(食藥署風管組)","2016-04-14","“天乾”氟欣諾隆軟膏２５０微公克/公克（丙酮氟欣諾隆）","衛署藥製字第032503號","5104、5105、5175、5180、5194、5196","天乾製藥有限公司","含量測定與規格不符。",
"2","105年4月12日 FDA藥字第1056020643號(食藥署藥品組)","2016-04-22","＂培力＂ 立克醣緩釋錠500毫克 Glucomin X.R. Tablets 500mg ＂P.L.＂","衛署藥製字第048484號","515070、515071、515077、515080、515082","培力藥品工業股份有限公司","接獲藥品不良品通報，疑似有異物混入藥品，廠商自行評估後主動啟動回收",
"","105年4月12日 FDA藥字第1050014000號(食藥署藥品組)","2016-04-22","＂濟生＂回利他命注射液 FELINAMIN INJECTION ＂CHI SHENG＂","衛署藥製字第013651號","J3117","濟生化學製藥廠股份有限公司","廠商主動通報，說明藥品因長期安定性試驗結果發現主成分含量趨近於原核准規格下限",
"2","105年4月15日 FDA藥字第1050014618號(食藥署藥品組)","2016-04-22","＂溫士頓＂血舒通膜衣錠250毫克(梯可比定) Ticlod F.C. Tablets 250mg ＂Winston＂ (Ticlopidine)","衛署藥製字第042830號","TI-14001、TI-15002","溫士頓醫藥股份有限公司","廠商主動通報，說明藥品因長期安定性試驗之溶離度試驗結果低於原核准規格",
"第二級","105年4月22日部授食字第1051102202號(食藥署風管組)","2016-05-01","便利通強效浣腸(劑)（10 mL塑膠球）","衛署成製字第015906號","市面上效期內批號產品","天乾製藥有限公司","未依GMP規定生產及儲存藥品，生產紀錄填寫不實，藥品儲存環境不良。",
"第二級","105年4月22日部授食字第1051102202號(食藥署風管組)","2016-05-01","“天乾”聖碘溶液10%","衛署藥製字第020680號","5337、6005、6028、6029、6054及6058","天乾製藥有限公司","未依GMP規定生產及儲存藥品，生產紀錄填寫不實，藥品儲存環境不良。",
"第二級","105年4月22日部授食字第1051102202號(食藥署風管組)","2016-05-01","“天乾”雙氧水","衛署藥製字第014141號","5306、5337及5358B","天乾製藥有限公司","未依GMP規定生產及儲存藥品，生產紀錄填寫不實，藥品儲存環境不良。",
"2","104年7月29日 FDA藥字第1040033483號(食藥署藥品組)","2015-08-06","瀉痢朗膠囊 HSIEHLILANG CAPSULES","衛署藥製字第013337號","HA20406、HA21018、HA10607","恒安製藥工業股份有限公司","廠商主動通報，說明藥品經持續性安定性試驗，其主成分(BERBERINE CHLORIDE)及賦型劑(ACRINOL)含量未符合原核准規格",
"2","104年6月17日部授食字第1041103695(食藥署風管組)","2015-06-17","＂錦德＂醫用液態二氧化碳","衛署藥製字第052549號","103年5月29日至104年4月27日之所有生產批號","錦德氣體有限公司","查核發現有非醫用二氧化碳灌充旨揭批號產品",
"2","104年07月31日 FDA藥字第1040027815號(食藥署藥品組)","2015-08-13","大正止敏癢凍膏 IHMEN JELLY","衛署藥製字第037142號","004、005、0006、0007、0008、0009、0010、0011、0012、0013、0014、0015、0016、0017、0018、0019、0020(共17批)","台灣大正製藥股份有限公司","廠商自主通報藥品使用不符合規定之原料藥",
"2","104年07月31日 FDA藥字第1040027815號(食藥署藥品組)","2015-08-13","把痔寧軟膏 PRESER CORTISONE OINTMENT","衛署藥製字第034894號","006、007、008、009、010、011、0012、0013、0014、0015、0016、0017、0018、0019、0020、0021、0022、0023、0024、0025、0026、0027(共22批)","台灣大正製藥股份有限公司","廠商自主通報藥品使用不符合規定之原料藥",
"2","104年07月31日 FDA藥字第1040026178號(食藥署藥品組)","2015-08-13","＂黃氏＂芳莉油 FUNLI YU ＂H.S.＂","衛署成製字第007308號","4AL23","黃氏製藥股份有限公司","廠商自主通報藥品使用不符合規定之原料藥",
"2","104年07月31日 FDA藥字第1040026178號(食藥署藥品組)","2015-08-13","益而爽軟膏400公絲/公克（氧化鋅） ZNOXIDE OINTMENT 400MG/GM (ZINC OXIDE) ＂H.S.＂","衛署藥製字第035646號","1AT01、2FY13、2JE34、2NR10、3MH22、3JU24、3OR26、4FY26、4AL14、4NR23、5MH57","黃氏製藥股份有限公司","廠商自主通報藥品使用不符合規定之原料藥",
"2","104年8月11日 FDA藥字第1041407985號(食藥署藥品組)","2015-08-20","優凡可注射劑500公絲、1公克(汎克黴素) U-VANCO INJECTION 500MG 1GM(VANCOMYCIN) ＂U-LIANG＂","衛署藥製字第041443號","PM0504、PM0505","優良化學製藥股份有限公司","接獲藥品不良品通報，藥品有異物混入，廠商自行評估後主動啟動回收",
"2","104年8月12日 FDA藥字第1040036869號(食藥署藥品組)","2015-08-20","溫士頓〞 固骨膠囊250毫克(硫酸固可沙明) CO-GOOD CAPSULES 250MG (GLUCOSAMINE SULFATE)＂WINSTON＂","衛署藥製字第042875號","CG-15002、CG-15003、CG-15004","溫士頓醫藥股份有限公司","廠商主動通報，說明藥品於長期安定性試驗之溶離度試驗結果未符合原核准規格",
"2","104年8月21日 FDA藥字第1040033759號(食藥署藥品組)","2015-08-27","＂成大＂暢喉口含錠２毫克(吡啶) SUTHROAT TROCHE 2MG ＂CHEN TA＂ (CETYLPYRIDINIUM)","衛署藥製字第017572號","效期106年6月前所有批號","成大藥品股份有限公司","廠商自主通報藥品使用不符合規定之原料藥",
"2","104年8月21日 FDA藥字第1040033759號(食藥署藥品組)","2015-08-27","佳樂濃縮液(外用)(乳酸) CHA LO LIQUID CONCENTRATE (LACTIC ACID) ＂CHEN TA＂","衛署藥製字第023755號","效期106年4月前所有批號","成大藥品股份有限公司","廠商自主通報藥品使用不符合規定之原料藥",
"2","104年8月21日 FDA藥字第1040033759號(食藥署藥品組)","2015-08-27","＂成大＂安樂洛錠１００毫克(異嘌呤醇) ALLOPURINOL TABLETS 100MG ＂CHEN TA＂","衛署藥製字第020604號","G20303","成大藥品股份有限公司","廠商自主通報藥品使用不符合規定之原料藥",
"2","104年8月21日 FDA藥字第1040033759號(食藥署藥品組)","2015-08-27","＂成大＂ 婦女望錠２５０毫克(硝基甲嘧唑乙醇) FUNIONE TABLETS 250MG (METRONIDAZOLE)","衛署藥製字第007024號","G10301","成大藥品股份有限公司","廠商自主通報藥品使用不符合規定之原料藥",
"2","104年8月21日 FDA藥字第1040033759號(食藥署藥品組)","2015-08-27","美致康膠囊〝成大〞 MEDIKA CAPSULES ＂CHEN TA＂","衛署藥製字第042605號","效期107年9月前所有批號","成大藥品股份有限公司","廠商自主通報藥品使用不符合規定之原料藥",
"2","104年8月21日 FDA藥字第1040033759號(食藥署藥品組)","2015-08-27","＂成大＂賜康寧膠囊 SUKANING CAPSULE ＂Chen Ta＂","衛署藥製字第027652號","效期105年11月前所有批號","成大藥品股份有限公司","廠商自主通報藥品使用不符合規定之原料藥",
"2","104年8月21日 FDA藥字第1040033759號(食藥署藥品組)","2015-08-27","使復健糖衣錠 SUDOGAN S.C. TABLETS ＂CHEN TA＂","衛署藥製字第025985號","效期105年5月前所有批號","成大藥品股份有限公司","廠商自主通報藥品使用不符合規定之原料藥",
"2","104年8月21日 FDA藥字第1040033759號(食藥署藥品組)","2015-08-27","〝成大〞感冒膠囊 ＂CHEN TA＂ ANTI-COLD CAPSULES","衛署藥製字第043264號","效期105年12月前所有批號","成大藥品股份有限公司","廠商自主通報藥品使用不符合規定之原料藥",
"2","104年8月21日 FDA藥字第1040033759號(食藥署藥品組)","2015-08-27","＂成大＂炎能膜衣錠 ENLAIN F.C. TABLETS ＂CHEN TA＂","衛署藥製字第023791號","效期106年10月前所有批號","成大藥品股份有限公司","廠商自主通報藥品使用不符合規定之原料藥",
"2","104年8月21日 FDA藥字第1041408425號(食藥署藥品組)","2015-08-27","＂永豐＂萬博黴素懸液用粉(安莫西林) AMOLIN POWDER FOR ORAL SUSPENSION (AMOXICILLIN)","衛署藥製字第036160號","510L21B","永豐化學工業股份有限公司","接獲藥品不良品通報，藥品外觀異常，廠商自行評估後主動啟動回收",
"2","104年8月25日 FDA藥字第1040030854號(食藥署藥品組)","2015-09-07","舒清喉錠 SUCIN TROCHES","衛署藥製字第004452號","3130718、3130338、3280830","信隆藥品工業股份有限公司","廠商自主通報藥品使用不符合規定之原料藥",
"2","104年8月25日 FDA藥字第1040030854號(食藥署藥品組)","2015-09-07","舒清喉錠(檸檬口味) SUCIN TROCHES","衛署藥製字第004452號","3160420、3140529、3291023、3120832、2160140、3160141、3010447、4170941","信隆藥品工業股份有限公司","主成分: CETYLPYRIDINIUM CHLORIDE適應症: 咽喉痛及發炎之緩解",
"2","104年8月25日 FDA藥字第1040030854號(食藥署藥品組)","2015-09-07","＂信隆＂ 維他命Ｂ６錠 PYRIDOXINE HCL TABLETS ＂SHINLON＂","內衛藥製字第009960號","3250926、3220137、2030436、3200539、3270637、3260939、3061139、2200247、3200248、3240545","信隆藥品工業股份有限公司","廠商自主通報藥品使用不符合規定之原料藥",
"2","104年8月25日 FDA藥字第1040030854號(食藥署藥品組)","2015-09-07","膚立舒糖衣錠 FULIES S.C. TABLETS","內衛藥製字第002643號","2151115、3151116、2040627、3040628、2090533、3090534","信隆藥品工業股份有限公司","廠商自主通報藥品使用不符合規定之原料藥",
"2","104年8月25日 FDA藥字第1041407321號(食藥署藥品組)","2015-09-07","潔聖舒眼液 JANSON WETTING SOLUTION ＂WU FU＂","衛署藥製字第037677號","JW21","五福化學製藥股份有限公司","廠商自主通報藥品使用不符合規定之原料藥",
