產地,主旨,原因,進口商名稱,進口商地址,貨品分類號列,不合格原因暨檢出量詳細說明,法規限量標準,製造廠或出口商名稱,製造商代碼,牌名,重量,處置情形,發布日期,報驗受理日期,附圖
"中國大陸","環保水壺(PREEZER BOTTLE)","其他衛生項目不符規定","大中國際發展有限公司","台北市士林區福國路95號7樓之8","3924.10.00.20.1","耐熱測試結果有異狀(變形)","案內產品「耐熱溫度」與現品標示不符，本案不符合食品安全衛生管理法第28條規定。","COOL GEAR INTERNATIONAL INC.","","COOLGEAR","708.08","案內不符合商品依規定退運或銷毀。","2014-07-22","2014-06-16","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=3409&type=unsafefood"
"荷蘭","生鮮冷藏波特菇","殘留農藥含量不符規定","東遠國際有限公司","台北市中正區金門街9之14號1樓","0709.59.90.90-6","檢出殘留農藥第滅寧0.13 ppm","本案依未列農藥第滅寧使用範圍，不得檢出。","DELI FOOD TRADING BV","","DELI FOOD TRADING BV","16","案內不合格商品依規定退運或銷毀。","2012-09-04","2012-08-09","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=2317&type=unsafefood"
"美國","蟹祖","重金屬含量不符規定","海芮貿易有限公司","臺北市大安區復興南路1段253巷8號6樓","0306.22.10.10-1","本批貨品經檢出重金屬鎘2 ppm","依甲殼類重金屬限量標準，限量為0.5 ppm","MILLENARIAN TRADING INC.","","MILLENARIAN TRADING INC.","256","案內不合格商品依規定退運或銷毀。","2012-09-04","2012-08-16","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=2318&type=unsafefood"
"菲律賓","遠海梭子蟹","重金屬含量不符規定","創為企業有限公司","臺北市中正區忠孝東路一段150號9樓之3","0306.24.29.19-9","本批貨品經檢出重金屬鎘6.4 ppm","依甲殼類重金屬限量標準，限量為0.5 ppm","WHITE GOLD MARINE PRODUCTS CORP.","","","7","案內不合格商品依規定退運或銷毀。","2012-09-04","2012-08-10",""
"日本","苦瓜茶(茶包)","殘留農藥含量不符規定","達正食品有限公司","新北市三重區中正北路343號","2101.20.00.00-0","檢出殘留農藥亞滅培0.06 ppm","本案依農藥亞滅培(Acetamiprid)其他類限量0.01 ppm","AKAMARUSO","","OKINAWA","60","案內不合格商品依規定退運或銷毀。","2012-09-04","2012-07-27","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=2320&type=unsafefood"
"韓國","紅棗乾(非中藥用)","殘留農藥含量不符規定","韓華國際有限公司","新北市五股區五權三路15號","0804.10.10.00-4","檢出殘留農藥檢出得克利0.07 ppm。","本案依殘留農藥得克利限量0.01 ppm。","ALALRI 物產","","ALALRI","400","案內不合格商品依規定退運或銷毀。","2012-09-04","2012-07-31","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=2321&type=unsafefood"
"菲律賓","豬肝調味醬(MANG TOMAS ALL-AROUND SARSA SAUCE)","防腐劑含量不符規定","柏昌貿易有限公司","高雄市苓雅區福建街315號6樓之14","1602.20.20.20-8","檢出防腐劑(以苯甲酸計1.4 g/kg)","依據「食品添加物使用範圍及限量暨規格標準」，防腐劑以苯甲酸計用量為1.0 g/kg，本案不符合食品衛生管理法第18條規定。","NUTRI-ASIA, INC.","","MANG","249.6","案內不合格商品依規定退運或銷毀。","2013-12-11","2013-11-06","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=3016&type=unsafefood"
"法國","特級牛肝菌菇(DRIED CEPES EXTRA)","殘留農藥含量不符規定","聯馥食品股份有限公司","臺北市北投區立功街77號","0712.39.90.00.5","檢出殘留農藥安丹0.12 ppm、治滅寧0.04 ppm","依據「殘留農藥安全容許量標準」規定，農藥安丹及治滅寧限值均為0.01 ppm，本案不符合食品安全衛生管理法第15條規定。","SABAROT","","SABAROT","24","案內不符合商品依規定退運或銷毀。","2014-07-22","2014-06-06","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=3410&type=unsafefood"
"智利","奇異果(FRESH KIWIFRUIT)","殘留農藥含量不符規定","三源行農產有限公司","臺中市東勢區東崎路五段387號1樓","0810.50.00.00.9","檢出殘留農藥Fenhexamid 0.05 ppm","本案不符合食品安全衛生管理法第15條有關「農藥殘留容許量標準」規定。","COPEFRUT S.A.","","COPEFRUT","24,000.00","案內不符合商品依規定退運或銷毀。","2015-09-29","2015-08-28","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=4798&type=unsafefood"
"日本","紫蘇葉(愛知)(FRESH OOBA)","殘留農藥含量不符規定","富漁國際有限公司","臺北市萬華區萬大路464號2樓","0709.99.90.90.8","檢出殘留農藥達特南1.03 ppm、氟尼胺0.02 ppm","依據「農藥殘留容許量標準」，農藥氟尼胺限值為0.01 ppm、達特南為不得檢出，本案不符合食品安全衛生管理法第15條規定。","TOYOMI CO., LTD.","愛知","豐橋","29.40","案內不符合商品依規定退運或銷毀。","2015-09-29","2015-08-29","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=4799&type=unsafefood"
"日本","撞色積木雙層扣式便當盒附筷(BL)(LUNCH BOX)","其它衛生項目不符規定(其他衛生項目不符規定)","博客來數位科技股份有限公司","台北市南港區八德路四段768巷1弄18號B1之1","3924.10.00.20.1","耐熱測試結果有異狀(變形)","案內產品「耐熱溫度」與現品標示不符，本案不符合食品安全衛生管理法第28條規定。","PRIME NAKAMURA CO., LTD.","福岡","PRIME NAKAMURA","7.35","案內不符合商品依規定退運或銷毀。","2015-09-29","2015-08-31","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=4800&type=unsafefood"
"日本","紫蘇葉(愛知)(FRESH OOBA)","殘留農藥含量不符規定","富帆商店","新北市中和區建康路252號1樓","0709.99.90.90.8","檢出殘留農藥達特南0.18 ppm","本案不符合食品安全衛生管理法第15條有關「農藥殘留容許量標準」規定。","TOYOMI CO., LTD.","愛知","豐橋","28.00","案內不符合商品依規定退運或銷毀。","2015-09-29","2015-09-01","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=4805&type=unsafefood"
"泰國","巴拉魚露(PICKLED GOURAMY FISH)","含非法定著色劑","金勇食品行","桃園縣八德市和平路584號3樓","2103.90.90.90-5","檢出非法定可使用色素","本案不符合食品衛生管理法第15條有關「食品添加物使用範圍及限量暨規格標準」規定","PK FOOD SUPPLY LTD.","","MAE-TOOK","630","案內不合格商品依規定退運或銷毀。","2013-12-18","2013-10-31","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=3017&type=unsafefood"
"印度","KIRKLAND SIGNATURE 粗粒黑胡椒(164998 KS WHOLE BLK TELLICHERRY)","殘留農藥含量不符規定","好市多股份有限公司","高雄市前鎮區中華五路656號1樓","0904.12.00.00.3","檢出殘留農藥貝芬替0.31 ppm","依據「殘留農藥安全容許量標準」，農藥貝芬替容許量為0.01 ppm，本案不符合食品衛生管理法第15條規定。","OLDE THOMPSON INCORPORATE","","KIRKLAND SIGNATURE","1,163.16","案內不合格商品依規定退運或銷毀。","2013-12-18","2013-11-05","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=3018&type=unsafefood"
"英國","CITY’SUPER中國五香粉 46公克(301073454 CITYSUPER CHINESE FIVE SPICE)","殘留農藥含量不符規定","遠東都會股份有限公司","台北市大安區仁愛路四段64號7樓","0910.99.90.00.2","檢出殘留農藥甲基巴拉松0.09 ppm","依據「殘留農藥安全容許量標準」規定，農藥甲基巴拉松容許量為0.01 ppm，本案不符合食品衛生管理法第15條規定。","QUEENSWOOD NATURAL FOODS LTD.","","CITYSUPER","1.47","案內不合格商品依規定退運或銷毀。","2013-12-18","2013-11-12","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=3019&type=unsafefood"
"中國大陸","白木耳(漳州雪耳)(白木耳(雪耳)(乾品))","殘留農藥含量不符規定","快利寶股份有限公司","新北市三重區光復路一段83巷6號6樓","0712.33.00.00.0","檢出殘留農藥亞滅培0.10 ppm、達馬松0.22 ppm","依據「殘留農藥安全容許量標準」規定，農藥亞滅培容許量為0.01 ppm、達馬松為不得檢出，本案不符合食品衛生管理法第15條規定。","KAI TAI CHINESE MEDICINE (HOLDINGS) CO.,LTD","","","30","案內不合格商品依規定退運或銷毀。","2013-12-18","2013-11-18","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=3020&type=unsafefood"
"中國大陸","白木耳(啟泰乾銀耳-白木耳)","殘留農藥含量不符規定","快利寶股份有限公司","新北市三重區光復路一段83巷6號6樓","0712.33.00.00.0","檢出殘留農藥亞滅培0.06 ppm、達馬松0.04 ppm","依據「殘留農藥安全容許量標準」規定，農藥亞滅培容許量為0.01 ppm、達馬松為不得檢出，本案不符合食品衛生管理法第15條規定。","KAI TAI CHINESE MEDICINE (HOLDINGS) CO.,LTD","","啟泰","8.25","案內不合格商品依規定退運或銷毀。","2013-12-18","2013-11-18","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=3021&type=unsafefood"
"日本","玄米茶(UJIMORITOKU ROURH RICE TEA SMELL PACK)","殘留農藥含量不符規定","高芳貿易有限公司","高雄市左營區忠言路103號2樓","2101.20.00.00.0","檢出殘留農藥賽果培0.25 ppm","本案不符合食品衛生管理法第15條有關「殘留農藥安全容許量標準」規定","(株)宇治森德","大阪","UJIMORITOKU","64","案內不合格商品依規定退運或銷毀。","2013-12-18","2013-11-20","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=3022&type=unsafefood"
"日本","草莓(STRAWBERRY AMAOU G 3K/CTN)","殘留農藥含量不符規定","商田實業有限公司","臺北巿中山區吉林路315巷13號1樓","0810.10.00.00.8","檢出殘留農藥氟尼胺0.05 ppm","本案不符合食品衛生管理法第15條有關「殘留農藥安全容許量標準」規定","FUKUOKA AGRICULTURAL","福岡","FUKUOKA AGRICULTURAL","60","案內不合格商品依規定退運或銷毀。","2013-12-18","2013-11-21","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=3023&type=unsafefood"
"中國大陸","枸杞子(LYCII FRUCTUS)","殘留農藥含量不符規定","順天本草股份有限公司","新北市新店區北新路三段205之1號3樓","1211.90.91.10-2","檢出殘留農藥克芬蟎0.03 ppm","本案不符合食品衛生管理法第15條有關「殘留農藥安全容許量標準」規定","ANHUI TIENHO HERBAL SOURCE COMPAN","","","500","案內不合格商品依規定退運或銷毀。","2013-12-25","2013-11-13","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=3024&type=unsafefood"
"中國大陸"," 甜椒 ，生鮮或冷藏(FRESH CAPSICUM)","殘留農藥含量不符規定","健心農產流通股份有限公司","雲林縣西螺鎮詔安里詔安25之10號1樓","0709.60.00.00-1","檢出殘留農藥四克利0.02 ppm","依據「殘留農藥安全容許量標準」規定，農藥巴克素容許量為0.01 ppm，本案不符合食品衛生管理法第15條規定。","HYFLUX,SHENZHEN TONG INDUSTRIAL CO.,LTD.","CNPNY","HYFLUX,SHENZHEN TONG INDUSTRIAL CO.,LTD.","12,600","案內不合格商品依規定退運或銷毀。","2013-12-25","2013-11-13","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=3025&type=unsafefood"
"法國","油漬醋泡鯷魚(MARINATED ANCHOVIES)","防腐劑含量不符規定","東遠國際有限公司","台北市中正區金門街9之14號1樓","1604.16.00.90.1","檢出防腐劑(以己二烯酸計0.11 g/kg)","依據「食品添加物使用範圍及限量暨規格標準」，案內產品非表列准用食品範圍，本案不符合食品安全衛生管理法第18條規定。","GASTRONOMY","","GASTRONOMY","24","案內不符合商品依規定退運或銷毀。","2014-07-29","2014-07-04","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=3411&type=unsafefood"
"德國","德國賀壽維他命 C 發泡錠(3710112 HANSAL EFFERVESCENT TABLETS VITAMIN C HANSAL VITAMIN C BRAUSETABLETTEN)","甜味劑含量不符規定","允富國際股份有限公司","新北市新莊區復興路一段5號之2","2106.90.99.90.3","檢出甜味劑糖精3.0 g/kg、環己基(代)磺醯胺酸10.44 g/kg","依據「食品添加物使用範圍及限量暨規格標準」，甜味劑以糖精計用量為1.2 g/kg、以環己基(代)磺醯胺酸計用量為1.25 g/kg，且混合使用甜味劑時，每一種甜味劑之使用量除以其用量標準所得之數值總和不得大於1，本案不符合食品安全衛生管理法第18條規定。","SANOTACT GMBH","","HANSAL","472.32","案內不符合商品依規定退運或銷毀。","2014-07-29","2014-07-02","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=3412&type=unsafefood"
"日本","安康魚肝(FRESH MONKFISH LIVER)","重金屬含量不符規定","瑞陞國際有限公司","臺北市中山區民族東路16號","0302.90.10.00.4","檢出鎘0.7 ppm","依據「水產動物類衛生標準」，魚類鎘限量為0.3 ppm，本案不符合食品安全衛生管理法第17條規定。","LONG DE TRADE CO., LTD.","德島","LONG DE TRADE CO., LTD.","7.5","案內不符合商品已於2014年7月4日完成銷毀。","2014-07-29","2014-07-01","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=3413&type=unsafefood"
"泰國","檸檬葉(KAFFIR LIME LEAF)","殘留農藥含量不符規定","宜奕企業有限公司","新北市新莊區立信五街6號3樓","0709.99.90.90.8","檢出殘留農藥治滅寧0.05 ppm、百滅寧0.09 ppm","依據「殘留農藥安全容許量標準」規定，農藥治滅寧限值為0.01 ppm、百滅寧限值為0.05 ppm，本案不符合食品安全衛生管理法第15條規定。","SANYI (THAILAND) CO., LTD","","SANYI (THAILAND)","54","案內不符合商品依規定退運或銷毀。","2014-07-29","2014-07-01","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=3414&type=unsafefood"
"美國","草莓(FRESH STRAWBERRY)","殘留農藥含量不符規定","好市多股份有限公司","高雄市前鎮區中華五路656號1樓","0810.10.00.00.8","檢出殘留農藥邁克尼0.6 ppm","依據「殘留農藥安全容許量標準」規定，農藥邁克尼容許量為0.5 ppm，本案不符合食品安全衛生管理法第15條規定。","DRISCOLL STRAWBERRY ASSOCIATES","","DRISCOLL STRAWBERRY ASSOCIATES","349","案內不符合商品依規定退運或銷毀。","2014-07-29","2014-06-28","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=3415&type=unsafefood"
"尼加拉瓜","其他本節所屬魚類可食用之冷凍魚頭、魚唇、魚鰾及其他魚雜碎(FROZEN ENTRAILS (冷凍黑鯊內臟))","重金屬含量不符規定","新台久實業有限公司","高雄市前鎮區佛德街203號1樓","0303.89.94.90.6","檢出鎘0.88 ppm","依據「水產動物類衛生標準」，魚類鎘限量為0.3 ppm，本案不符合食品安全衛生管理法第17條規定。","TANKAN MARINE, SOCIEDAO ANONIMA","","TANKAN MARINE, SOCIEDAO ANONIMA","2,500","案內不符合商品依規定退運或銷毀。","2014-07-29","2014-06-27","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=3416&type=unsafefood"
"德國","旱芹(PARSLEY)","殘留農藥含量不符規定","佳藍園藝工程有限公司","台北巿南京西路362號1樓","0709.40.00.00-6","檢出殘留農藥達滅芬0.03 ppm","依據「殘留農藥安全容許量標準」，農藥達滅芬限值為0.01 ppm，本案不符合食品安全衛生管理法第15條規定。","","","GREENERY PRODUCE B.V.","25","案內不符合商品依規定退運或銷毀。","2014-07-29","2014-06-26","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=3432&type=unsafefood"
"美國","鮮紅櫻桃(FRESH CHERRIES)","殘留農藥含量不符規定","喬承企業有限公司","臺中市石岡區梅子村豐勢路和順巷42號1樓","0809.29.00.00.0","檢出殘留農藥芬普尼0.008 ppm","依據「殘留農藥安全容許量標準」，農藥芬普尼容限值為0.001 ppm，本案不符合食品安全衛生管理法第15條規定。","ROC INTERNATIONAL LLC","USWAS","ROC INTERNATIONAL LLC","2,613","案內不符合商品已於2014年7月4日轉運至香港。","2014-07-29","2014-06-26","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=3433&type=unsafefood"
