製劑別,申請廠商,製劑名稱,製造批號,有效期限,包裝,封緘數量,封緘劑量,封緘日期,備註
"疫苗及類毒素類","國光生物科技股份有限公司","＂安定伏＂裂解型流感疫苗","FKAA1302","08 31 2014 12:00AM","1劑/0.5 mL/支 × 20支/盒","1劑/0.5 mL/支 × 20支/盒 × 1,633盒；18支/盒 × 1盒","32678","09 25 2013 12:00AM",""
"疫苗及類毒素類","國光生物科技股份有限公司","＂安定伏＂裂解型流感疫苗","FKAA1306","08 31 2014 12:00AM","1劑/0.5 mL/支 × 20支/盒","1劑/0.5 mL/支 × 20支/盒 × 5,040盒；10支/盒 × 1盒","100810","09 25 2013 12:00AM","AA585938,585681,585610,586854,585964,588498,588417,586440,585384破損9張"
"疫苗及類毒素類","國光生物科技股份有限公司","＂安定伏＂裂解型流感疫苗","FKAA1301","12 31 2013 12:00AM","1劑/0.5 mL/支 × 20支/盒","1劑/0.5 mL/支 × 20支/盒 × 422盒；15支/盒 × 1盒","8455","10 2 2013 12:00AM",""
"疫苗及類毒素類","美商默沙東藥廠股份有限公司台灣分公司","伏痘敏活性水痘疫苗","V2413, 0000226442","07 10 2015 12:00AM","1劑/瓶 × 10瓶/盒","1劑/瓶 × 10瓶/盒 × 371盒","3710","09 23 2013 12:00AM",""
"疫苗及類毒素類","美商默沙東藥廠股份有限公司台灣分公司","麻疹、腮腺炎及德國麻疹三種混合疫苗注射劑","V2364, 0353AE/0673590","07 5 2015 12:00AM","1劑/瓶 × 10瓶/盒","1劑/瓶 × 10瓶/盒 × 1,085盒","10850","09 17 2013 12:00AM",""
"血液製劑類","台灣綠十字股份有限公司","艾爾補定注射液25%","B3NE3G3001","05 19 2016 12:00AM","50 mL/瓶/盒","50 mL/瓶/盒 × 9,260盒","9260","08 30 2013 12:00AM",""
"其他生物藥品類","海喬國際股份有限公司","儷緻注射劑300U","F12290","02 28 2015 12:00AM","300 Units/瓶/盒","300 Units/瓶/盒 × 1,018盒","1018","10 28 2013 12:00AM",""
"疫苗及類毒素類","國光生物科技股份有限公司","＂安定伏＂裂解型流感疫苗","FKAE1303","04 30 2014 12:00AM","1劑/0.25 mL/支 × 20支/盒","1劑/0.25 mL/支 × 20支/盒 × 1,547盒 ; 14支/盒 × 1盒","30954","09 25 2013 12:00AM",""
"疫苗及類毒素類","國光生物科技股份有限公司","＂安定伏＂裂解型流感疫苗","FKAE1302","04 30 2014 12:00AM","1劑/0.25 mL/支 × 20支/盒","1劑/0.25 mL/支 × 20支/盒 × 1,539盒 ; 2支/盒 × 1盒","30782","09 25 2013 12:00AM","AA571193破損1張"
"疫苗及類毒素類","國光生物科技股份有限公司","＂安定伏＂裂解型流感疫苗","FKAE1301","04 30 2014 12:00AM","1劑/0.25 mL/支 × 20支/盒","1劑/0.25 mL/支 × 20支/盒 × 1,549盒","30980","09 25 2013 12:00AM","AA570531破損1張"
"血液製劑類","天行貿易股份有限公司","白蛋白注射劑","26NNH91","05 23 2016 12:00AM","50 mL/瓶/盒","50 mL/瓶/盒 × 22,557盒","22557","09 13 2013 12:00AM","AA479609破損, 補發AA537235"
"血液製劑類","天行貿易股份有限公司","人用狂犬病免疫球蛋白 (HyperRab S/D)","26NN7N1","12 14 2015 12:00AM","10 mL/瓶/盒","10 mL/瓶/盒 × 250盒","250","09 9 2013 12:00AM",""
"其他生物藥品類","台灣愛力根藥品股份有限公司","＂愛力根＂保妥適乾粉注射劑","C3390 C3","05 31 2016 12:00AM","100 units/瓶/盒","100 units/瓶/盒 × 2,974盒","2974","09 26 2013 12:00AM",""
"疫苗及類毒素類","荷商葛蘭素史克藥廠股份有限公司台灣分公司","安在時B型肝炎疫苗","AHBVC328AB, AHBVC328A","12 31 2015 12:00AM","1劑/1 mL/瓶 × 25瓶/盒","1劑/1 mL/瓶 × 25瓶/盒 × 2,393盒；8瓶/盒 × 1盒","59833","10 4 2013 12:00AM",""
"血液製劑類","賽諾菲股份有限公司","兔抗胸腺細胞免疫球蛋白","C2256H09, C2256","04 30 2015 12:00AM","25 mg/瓶/盒","25 mg/瓶/盒 × 1,937盒","1937","09 18 2013 12:00AM",""
"血液製劑類","賽諾菲股份有限公司","兔抗胸腺細胞免疫球蛋白","C2248H11, C2248","02 28 2015 12:00AM","25 mg/瓶/盒","25 mg/瓶/盒 × 191盒","191","09 18 2013 12:00AM",""
"血液製劑類","百達醫療產品股份有限公司","＂百特＂組織修復凝合劑(第二代)","VND3N031","05 31 2015 12:00AM","2 mL/支 × 2支/組/盒","2 mL/支 × 2支/組/盒 × 838盒","838","10 25 2013 12:00AM",""
"血液製劑類","天行貿易股份有限公司","白蛋白注射劑20%","26NN711","03 28 2016 12:00AM","50 mL/瓶/盒","50 mL/瓶/盒 × 5,394盒","5394","10 7 2013 12:00AM",""
"疫苗及類毒素類","荷商葛蘭素史克藥廠股份有限公司台灣分公司","伏適流","AFLBA010AB, AFLBA010A","06 30 2014 12:00AM","1劑/0.5 mL/支 × 10支/盒","1劑/0.5 mL/支 × 10支/盒 × 5040盒","50400","10 7 2013 12:00AM","AA764958,AA267138;破損補發AA009088及AA0090126"
"血液製劑類","禾利行股份有限公司","＂百合＂人白蛋白20%","B234533","05 31 2016 12:00AM","50 mL/瓶/盒","50 mL/瓶/盒 × 1,986盒","1986","09 12 2013 12:00AM",""
"疫苗及類毒素類","台灣諾華股份有限公司","服樂維靈流感疫苗","133603","03 31 2014 12:00AM","1劑/0.5 mL/支 × 10支/盒","1劑/0.5 mL/支 × 10支/盒 × 5,030盒 ；5支/盒 × 1盒","50305","09 27 2013 12:00AM",""
"疫苗及類毒素類","台灣諾華股份有限公司","服樂維靈流感疫苗","133603","03 31 2014 12:00AM","1劑/0.5 mL/支 × 10支/盒","1劑/0.5 mL/支 × 10支/盒 × 3,619盒","36190","09 27 2013 12:00AM",""
"血液製劑類","天行貿易股份有限公司","人用狂犬病免疫球蛋白 (HyperRab S/D)","26NN7K1","12 14 2015 12:00AM","2 mL/瓶/盒","2 mL/瓶/盒 × 500盒","500","09 10 2013 12:00AM",""
"疫苗及類毒素類","台灣諾華股份有限公司","服樂維靈流感疫苗","133601B","03 31 2014 12:00AM","1劑/0.5 mL/支 × 10支/盒","1劑/0.5 mL/支 × 10支/盒 × 5,880盒","58800","10 8 2013 12:00AM",""
"疫苗及類毒素類","台灣諾華股份有限公司","服樂維靈流感疫苗","133602","03 31 2014 12:00AM","1劑/0.5 mL/支 × 10支/盒","1劑/0.5 mL/支 × 10支/盒 × 8,522盒","85220","09 27 2013 12:00AM",""
"疫苗及類毒素類","台灣諾華股份有限公司","服樂維靈流感疫苗","133622","03 31 2014 12:00AM","1劑/0.5 mL/支 × 10支/盒","1劑/0.5 mL/支 × 10支/盒 × 8,156盒","81560","09 27 2013 12:00AM",""
"疫苗及類毒素類","台灣諾華股份有限公司","服樂維靈流感疫苗","133623","03 31 2014 12:00AM","1劑/0.5 mL/支 × 10支/盒","1劑/0.5 mL/支 × 10支/盒 × 3,328盒","33280","09 27 2013 12:00AM",""
"疫苗及類毒素類","台灣諾華股份有限公司","服樂維靈流感疫苗","133623","03 31 2014 12:00AM","1劑/0.5 mL/支 × 10支/盒","1劑/0.5 mL/支 × 10支/盒 × 4,790盒; 5支/盒 × 1盒","47905","09 27 2013 12:00AM",""
"疫苗及類毒素類","賽諾菲股份有限公司","巴斯德流感疫苗","K7225-3, K7225","06 30 2014 12:00AM","1劑/0.5mL/支 × 20支/盒","1劑/0.5mL/支 × 20支/盒 × 9,723盒；5支/盒 × 1盒","194465","09 24 2013 12:00AM",""
"疫苗及類毒素類","賽諾菲股份有限公司","巴斯德流感疫苗","K7225-2, K7225","06 30 2014 12:00AM","1劑/0.5mL/支 × 20支/盒","1劑/0.5mL/支 × 20支/盒 × 9,724盒；10支/盒 × 1盒","194490","09 24 2013 12:00AM",""
"疫苗及類毒素類","美商默沙東藥廠股份有限公司台灣分公司","紐蒙肺多價性肺炎鏈球菌疫苗","V2649, 0000231814","01 25 2015 12:00AM","1劑/0.5 mL/瓶 × 10瓶/盒","1劑/0.5 mL/瓶 × 10瓶/盒 × 2,127盒","21270","09 30 2013 12:00AM",""
"疫苗及類毒素類","賽諾菲股份有限公司","巴斯德流感疫苗","K7192-6, K7192","05 31 2014 12:00AM","1劑/0.25mL/支/盒 × 50盒/中盒","1劑/0.25 mL/支/盒 × 50盒/中盒 × 2,794中盒；1劑/0.25 mL/支/盒 × 20盒","139720","09 23 2013 12:00AM",""
"疫苗及類毒素類","台灣諾華股份有限公司","服樂維靈流感疫苗","133624","03 31 2014 12:00AM","1劑/0.5 mL/支× 10支/盒","1劑/0.5 mL/支 × 10支/盒 × 3,005盒","30050","10 1 2013 12:00AM",""
"疫苗及類毒素類","台灣諾華股份有限公司","服樂維靈流感疫苗","133624","03 31 2014 12:00AM","1劑/0.5 mL/支/盒","1劑/0.5 mL/支 × 10支/盒 × 4,816盒 ; 5支/盒 × 1盒","48165","10 1 2013 12:00AM",""
"疫苗及類毒素類","台灣諾華股份有限公司","服樂維靈流感疫苗","133621","03 31 2014 12:00AM","1劑/0.5 mL/支 × 10支/盒","1劑/0.5 mL/支 × 10支/盒 × 6,756盒","67560","09 27 2013 12:00AM",""
"疫苗及類毒素類","台灣諾華股份有限公司","服樂維靈流感疫苗","133625","03 31 2014 12:00AM","1劑/0.5 mL/支 × 10支/盒","1劑/0.5 mL/支 × 10支/盒 × 5,021盒","50210","10 4 2013 12:00AM",""
"血液製劑類","上合貿易股份有限公司","＂貝靈＂血清蛋白注射液20%","E2844411A","04 30 2018 12:00AM","50 mL/瓶/盒","50 mL/瓶/盒 × 32,750盒","32750","09 30 2013 12:00AM","AA689357,AA689358破損,補發AA768629,AA768630共2張"
"疫苗及類毒素類","台灣諾華股份有限公司","服樂維靈流感疫苗","133625","03 31 2014 12:00AM","1劑/0.5 mL/支 × 10支/盒","1劑/0.5 mL/支 × 10支/盒 × 2,532盒；5支/盒 × 1盒","25325","10 4 2013 12:00AM","AA737272破損,補AA763588,共1張"
"疫苗及類毒素類","台灣諾華股份有限公司","服樂維靈流感疫苗","133604","03 31 2014 12:00AM","1劑/0.5 mL/支 × 10支/盒","1劑/0.5 mL/支 × 10支/盒 × 7,851盒；5支/盒 × 1盒","78515","09 27 2013 12:00AM",""
"疫苗及類毒素類","台灣諾華股份有限公司","服樂維靈流感疫苗","133604","03 31 2014 12:00AM","1劑/0.5 mL/支 × 10支/盒","1劑/0.5 mL/支 × 10支/盒 × 989盒","9890","09 27 2013 12:00AM",""
"疫苗及類毒素類","台灣諾華股份有限公司","服樂維靈流感疫苗","133605","03 31 2014 12:00AM","1劑/0.5 mL/支 × 10支/盒","1劑/0.5 mL/支 × 10支/盒 × 8,654盒","86540","09 27 2013 12:00AM",""
"血液製劑類","天行貿易股份有限公司","白蛋白注射劑20%","26NN711","03 28 2016 12:00AM","50 mL/瓶/盒","50 mL/瓶/盒 × 15,996瓶","15996","10 8 2013 12:00AM",""
"疫苗及類毒素類","賽諾菲股份有限公司","巴斯德流感疫苗","K7248-1, K7248","06 30 2014 12:00AM","1劑/0.5 mL/支 × 20支/盒","1劑/0.5 mL/支 × 20支/盒 × 5,405盒；10支/盒 × 1盒","108110","09 24 2013 12:00AM",""
"疫苗及類毒素類","賽諾菲股份有限公司","巴斯德流感疫苗","K7248-2, K7248","06 30 2014 12:00AM","1劑/0.5 mL/支 × 20支/盒","1劑/0.5 mL/支 × 20支/盒 × 10,110盒;5支/盒 × 1盒","202205","09 24 2013 12:00AM",""
"疫苗及類毒素類","賽諾菲股份有限公司","巴斯德流感疫苗","K7224-2, K7224","06 30 2014 12:00AM","1劑/0.5 mL/支 × 20支/盒","1劑/0.5 mL/支 × 20支/盒 × 3,825盒; 10支/盒 × 1盒","76510","10 2 2013 12:00AM",""
"其他生物藥品類","台灣愛力根藥品股份有限公司","＂愛力根＂保妥適乾粉注射劑","C3365 C2","04 30 2016 12:00AM","50 units/瓶/盒","50 units/瓶/盒 × 3,000盒","3000","10 16 2013 12:00AM",""
"血液製劑類","天行貿易股份有限公司","白蛋白注射劑","26NNNH1","06 29 2016 12:00AM","50 mL/瓶/盒","50 mL/瓶/盒 × 22,701盒","22701","09 24 2013 12:00AM",""
"疫苗及類毒素類","美商默沙東藥廠股份有限公司台灣分公司","紐蒙肺多價性肺炎鏈球菌疫苗","V2753, 0000238434","02 21 2015 12:00AM","1劑/0.5 mL/瓶 × 10瓶/盒","1劑/0.5 mL/瓶 × 10瓶/盒 × 2,548盒","25480","10 30 2013 12:00AM",""
"疫苗及類毒素類","美商默沙東藥廠股份有限公司台灣分公司","伏帶疹活性帶狀疱疹疫苗","J009808, 0000257040","02 8 2015 12:00AM","1劑/瓶/盒","1劑/瓶/盒 × 7,232盒","7232","10 31 2013 12:00AM","AA952535破損"
"疫苗及類毒素類","美商默沙東藥廠股份有限公司台灣分公司","麻疹、腮腺炎及德國麻疹三種混合疫苗注射劑","V2709, 0553AE/0673901","08 16 2015 12:00AM","1劑/瓶 × 10瓶/盒","1劑/瓶 × 10瓶/盒 × 11,526盒","115260","10 15 2013 12:00AM",""
"疫苗及類毒素類","美商默沙東藥廠股份有限公司台灣分公司","麻疹、腮腺炎及德國麻疹三種混合疫苗注射劑","V2710, 0580AE/0673903","08 16 2015 12:00AM","1劑/瓶 × 10瓶/盒","1劑/瓶 × 10瓶/盒 × 5,216盒","52160","10 15 2013 12:00AM",""
"疫苗及類毒素類","美商默沙東藥廠股份有限公司台灣分公司","嘉喜〔四價人類乳突病毒(第6,11,16,18型)基因重組疫苗〕","J009807, 0000243370","03 18 2016 12:00AM","1 劑/0.5 mL/支 × 10支/盒","1 劑/0.5 mL/支 × 10支/盒 × 7,376盒","73760","10 17 2013 12:00AM",""
"血液製劑類","台灣綠十字股份有限公司","艾爾補定注射液25%","K2NE3BD001","06 8 2016 12:00AM","50 mL/瓶/盒","50 mL/瓶/盒 × 9,380盒","9380","10 14 2013 12:00AM",""
"疫苗及類毒素類","賽諾菲股份有限公司","巴斯德流感疫苗","K7259-1, K7259","07 31 2014 12:00AM","1劑/0.5 mL/支 × 20支/盒","1劑/0.5 mL/支 × 20支/盒 × 8,130盒；10支/盒 × 1盒","162610","10 9 2013 12:00AM",""
"疫苗及類毒素類","荷商葛蘭素史克藥廠股份有限公司台灣分公司","安在時B型肝炎疫苗","AHBVC330AA, AHBVC330A","12 31 2015 12:00AM","1劑/1 mL/瓶 × 100瓶/盒","1劑/1 mL/瓶 × 100瓶/盒 × 3,000盒；58瓶/盒 × 1盒","300058","10 25 2013 12:00AM",""
"疫苗及類毒素類","國光生物科技股份有限公司","＂安定伏＂裂解型流感疫苗","FKAA1311","08 31 2014 12:00AM","1劑/0.5 mL/支 × 20支/盒","1劑/0.5 mL/支 × 20支/盒 × 5,072盒；4支/盒 × 1盒","101444","10 11 2013 12:00AM",""
"疫苗及類毒素類","國光生物科技股份有限公司","＂安定伏＂裂解型流感疫苗","FKAA1309","08 31 2014 12:00AM","1劑/0.5 mL/支 × 20支/盒","1劑/0.5 mL/支 × 20支/盒 × 5,065盒；17支/盒 × 1盒","101317","10 11 2013 12:00AM",""
"疫苗及類毒素類","國光生物科技股份有限公司","＂安定伏＂裂解型流感疫苗","FKAA1310","08 31 2014 12:00AM","1劑/0.5 mL/支 × 20支/盒","1劑/0.5 mL/支 × 20支/盒 × 5,087盒","101740","10 11 2013 12:00AM",""
"疫苗及類毒素類","國光生物科技股份有限公司","＂安定伏＂裂解型流感疫苗","FKAA1314","08 31 2014 12:00AM","1劑/0.5 mL/支 × 20支/盒","1劑/0.5 mL/支 × 20支/盒 × 5,115盒；11支/盒 × 1盒","102311","10 16 2013 12:00AM","AA896991破損,補AA900041共1張"
"疫苗及類毒素類","國光生物科技股份有限公司","＂安定伏＂裂解型流感疫苗","FKAA1313","08 31 2014 12:00AM","1劑/0.5 mL/支 × 20支/盒","1劑/0.5 mL/支 × 20支/盒 × 5,061盒；9支/盒 × 1盒","101229","10 16 2013 12:00AM",""
"疫苗及類毒素類","國光生物科技股份有限公司","＂安定伏＂裂解型流感疫苗","FKAA1312","08 31 2014 12:00AM","1劑/0.5 mL/支 × 20支/盒","1劑/0.5 mL/支 × 20支/盒 × 5,027盒；17支/盒 × 1盒","100557","10 16 2013 12:00AM","AA886284破損,補AA900040共1張"
"血液製劑類","吉發企業股份有限公司","＂愛默＂人體血清白蛋白25%注射液","R910606","06 14 2016 12:00AM","50 mL/瓶/盒","50 mL/瓶/盒 × 16,418盒","16418","10 18 2013 12:00AM","AA833190毀損"
"血液製劑類","泛泰醫療產品有限公司","＂百特＂威保500U抗抑制子凝血複合物","VNF2N032","04 30 2015 12:00AM","500 U/瓶/盒","500 U/瓶/盒 × 3,436盒","3436","11 18 2013 12:00AM","AB038054,034848,034876,037924,035153,035729,037272,034934,035184及034941破損"
"血液製劑類","世信生物科技股份有限公司","＂國血製劑益康＂(20%)人血清白蛋白注射劑","3470500547","05 9 2017 12:00AM","50 mL/瓶/盒","50 mL/瓶/盒 × 21,947瓶","21947","10 11 2013 12:00AM",""
"其他生物藥品類","台灣愛力根藥品股份有限公司","＂愛力根＂保妥適乾粉注射劑","C3390 C3","05 31 2016 12:00AM","100 units/瓶/盒","100 units/瓶/盒 × 17,009 盒","17009","10 24 2013 12:00AM",""
"疫苗及類毒素類","美商惠氏藥廠(亞洲)股份有限公司台灣分公司","沛兒肺炎鏈球菌十三價結合型疫苗","H36695, G75550","11 30 2015 12:00AM","1劑/0.5 mL/支/盒","1劑/0.5 mL/支/盒 × 15,342盒","15342","12 6 2013 12:00AM",""
"疫苗及類毒素類","美商惠氏藥廠(亞洲)股份有限公司台灣分公司","沛兒肺炎鏈球菌十三價結合型疫苗","H36695, G75550","11 30 2015 12:00AM","1劑/0.5 mL/支/盒","1劑/0.5 mL/支/盒 × 87,850盒","87850","12 2 2013 12:00AM",""
"其他生物藥品類","台灣愛力根藥品股份有限公司","＂愛力根＂保妥適乾粉注射劑","C3405 C3","05 31 2016 12:00AM","100 units/瓶/盒","100 units/瓶/盒 × 5,000盒","5000","10 28 2013 12:00AM",""
"疫苗及類毒素類","台灣諾華股份有限公司","服樂維靈流感疫苗","134901","03 31 2014 12:00AM","1劑/0.5 mL/支 × 10支/盒","1劑/0.5 mL/支 × 10支/盒 × 4,013盒","40130","10 25 2013 12:00AM",""
"疫苗及類毒素類","荷商葛蘭素史克藥廠股份有限公司台灣分公司","補施追安痺威疫苗","AC39B053BB, AC39B053B","02 29 2016 12:00AM","1劑/0.5 mL/支/盒","1劑/0.5 mL/支/盒 × 113,660盒","113660","12 5 2013 12:00AM",""
"血液製劑類","吉發企業股份有限公司","＂貝靈＂B型肝炎免疫球蛋白注射液","08046821A","04 30 2016 12:00AM","1 mL/支/盒","1 mL/支/盒 × 182盒","182","11 25 2013 12:00AM",""
"血液製劑類","吉發企業股份有限公司","＂貝靈＂第八凝血因子注射劑","C9866911B","04 30 2016 12:00AM","250 IU/瓶/盒","250 IU/瓶/盒 × 1,452盒","1452","11 25 2013 12:00AM",""
"疫苗及類毒素類","國光生物科技股份有限公司","＂安定伏＂裂解型流感疫苗","FKAA1315","08 31 2014 12:00AM","1劑/0.5 mL/支 × 20支/盒","1劑/0.5 mL/支 × 20支/盒 × 5,066盒；18支/盒 × 1盒","101338","10 24 2013 12:00AM",""
"疫苗及類毒素類","賽諾菲股份有限公司","吸著破傷風白喉(Td)混合類毒素疫苗(Imovax d.T. adulte)","J7242","08 31 2015 12:00AM","1劑/0.5 mL/支/盒","1劑/0.5 mL/支/盒 × 3,150盒","3150","01 6 2014 12:00AM",""
"疫苗及類毒素類","賽諾菲股份有限公司","黃熱病疫苗","J5228-2, J5228","04 30 2015 12:00AM","1劑/ 瓶/ 盒","1劑/ 瓶/ 盒 × 2,500盒","2500","10 25 2013 12:00AM",""
"疫苗及類毒素類","美商惠氏藥廠(亞洲)股份有限公司台灣分公司","沛兒肺炎鏈球菌十三價結合型疫苗","H36695, G75550","11 30 2015 12:00AM","1劑/0.5 mL/支/盒","1劑/0.5 mL/支/盒 × 87,925盒","87925","12 6 2013 12:00AM",""
"疫苗及類毒素類","國光生物科技股份有限公司","＂安定伏＂裂解型流感疫苗","FKAA1316","08 31 2014 12:00AM","1劑/0.5 mL/支 × 20支/盒","1劑/0.5 mL/支 × 20支/盒 × 5,050盒；17支/盒 × 1盒","101017","10 24 2013 12:00AM",""
"疫苗及類毒素類","國光生物科技股份有限公司","＂安定伏＂裂解型流感疫苗","FKAA1317","08 31 2014 12:00AM","1劑/0.5 mL/支 × 20支/盒","1劑/0.5 mL/支 × 20支/盒 × 5,009盒；17支/盒 × 1盒","100197","10 24 2013 12:00AM",""
"疫苗及類毒素類","賽諾菲股份有限公司","狂犬病疫苗(VERORAB)","J1771-1, J1771","11 30 2015 12:00AM","1劑/瓶/盒","1劑/瓶/盒 × 39,930盒","39930","10 14 2013 12:00AM",""
"疫苗及類毒素類","美商默沙東藥廠股份有限公司台灣分公司","＂唯德＂不活化A型肝炎疫苗","V2897,0000211363/0000187208","09 25 2015 12:00AM","1劑/1.0 mL/瓶 × 10瓶/盒","1劑/1.0 mL/瓶 × 10瓶/盒 × 117盒；8瓶/盒 × 1盒","1178","11 14 2013 12:00AM",""
"疫苗及類毒素類","賽諾菲股份有限公司","白喉破傷風非細胞性百日咳、b型嗜血桿菌與不活化小兒麻痺混合疫苗(Pentaxim)","K4072-1, J0410/J1329","05 31 2015 12:00AM","1劑/盒 × 10盒/中盒","1劑/盒 × 10盒/中盒 × 4,434中盒","44340","12 19 2013 12:00AM",""
"疫苗及類毒素類","荷商葛蘭素史克藥廠股份有限公司台灣分公司","安在時B型肝炎疫苗","AHBVC328BB, AHBVC328B","12 31 2015 12:00AM","1劑/1 mL/瓶 × 25瓶/盒","1劑/1 mL/瓶 × 25瓶/盒× 2,863盒；8瓶/盒 × 1盒","71583","11 20 2013 12:00AM",""
