主類別,次類別,名稱,附檔說明
"微生物","病原菌","百日咳桿菌(Bordetella pertussis)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131314-20.百日咳桿菌-專業版.doc"
"微生物","病原菌","肺炎披衣菌(Chlamydia pneumoniae)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131315-21.肺炎披衣菌專業.doc"
"微生物","病原菌","肺炎鏈球菌(Streptococcus pneumoniae)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131334-28.肺炎鏈球菌民眾版.doc"
"微生物","病原菌","出血性大腸桿菌(Escherichia coli O104:H4)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131335-29.出血性大腸桿菌O104民眾版.doc"
"微生物","病原菌","破傷風桿菌 (Clostridium tetani)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131336-30.破傷風桿菌民眾版.doc"
"微生物","病原菌","沙門氏桿菌 (Salmonella)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/81435-25.沙門氏桿菌（Salmonella）民眾版 .doc"
"微生物","病原菌","綠膿桿菌（Pseudomonas aeruginosa）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/81436-18.綠膿桿菌（Pseudomonas aeruginosa）民眾版.doc"
"微生物","病原菌","阪崎腸桿菌（Enterobacter sakazakii；Cronobacter spp.）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/81437-34.阪崎腸桿菌（Enterobacter sakazakii；Cronobacter spp.）民眾版 .doc"
"微生物","病原菌","肺炎鏈球菌(Streptococcus pneumoniae)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131309-15.肺炎鏈球菌-專業版.doc"
"微生物","病原菌","出血性大腸桿菌(Escherichia coli O104:H4)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131310-16.出血性大腸桿菌O104-專業版.doc"
"微生物","病原菌","破傷風桿菌 (Clostridium tetani)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131311-17.破傷風桿菌 專業版.doc"
"微生物","病原菌","糞便性鏈球菌（Fecal Streptococci）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76161-25.糞便性鏈球菌民眾版.doc"
"微生物","病原菌","嗜肺性退伍軍人桿菌（Legionella pneumophila）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76162-22.嗜肺性退伍軍人桿菌民眾版.doc"
"微生物","病原菌","黏質沙雷氏菌（Serratia marcescens）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76164-23.黏質沙雷氏菌民眾版.doc"
"微生物","病原菌","白癬菌（Trichophyton mentagrophytes）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76165-27.白癬菌民眾版.doc"
"微生物","病原菌","鰻弧菌（Vibrio anguillarum）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76166-24.鰻弧菌民眾版.doc"
"微生物","病原菌","肉毒桿菌(Clostridium botulinum)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/81434-27.肉毒桿菌(Clostridium botulinum)民眾版 .doc"
"微生物","病原菌","志賀氏桿菌 (Shigella)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76154-31.志賀氏桿菌(Shigella)民眾版.doc"
"微生物","病原菌","曲狀桿菌(Campylobacter jejuni/coli)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76155-32.曲狀桿菌(Campylobacter spp.)民眾版.doc"
"微生物","病原菌","布魯氏桿菌 (Brucella spp.)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76156-33.布魯氏桿菌(Brucella spp.)民眾版.doc"
"微生物","病原菌","炭疽桿菌（Bacillus anthracis）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76158-28.炭疽桿菌民眾版.doc"
"微生物","病原菌","白色念珠菌（Candida albicans）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76159-26.白色念珠菌民眾版.doc"
"微生物","病原菌","病原性大腸桿菌(Enteropathogenic Escherichia coli) Escherichia coli）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76160-21.病原性大腸桿菌民眾版.doc"
"微生物","病原菌","金黃色葡萄球菌(Staphylococcus aureus)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76142-23.金黃色葡萄球菌(Staphylococcus aureus)民眾版.doc"
"微生物","病原菌","仙人掌桿菌(Bacillus cereus)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76143-24.仙人掌桿菌(Bacillus cereus)民眾版.doc"
"微生物","病原菌","A群鏈球菌(Group A Streptococcus)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76150-26.A群鏈球菌(Group A Streptococcus)民眾版 .doc"
"微生物","病原菌","出血性大腸桿菌(Escherichia coli O157:H7)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76151-28.出血性大腸桿菌（Escherichia coli O157H7）民眾版 .doc"
"微生物","病原菌","產氣莢膜桿菌(Clostridium perfringens)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76152-29.產氣莢膜桿菌(Clostridium perfringens)民眾版 .doc"
"微生物","病原菌","耶辛尼氏腸炎桿菌(Yersinia enterocolitica)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76153-30.耶辛尼氏腸炎桿菌(Yersinia enterocolitica) 民眾版 .doc"
"微生物","病原菌","白癬菌（Trichophyton mentagrophytes）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75907-27.白癬菌專業版.doc"
"微生物","病原菌","鰻弧菌（Vibrio anguillarum）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75908-24.鰻弧菌專業版.doc"
"微生物","病原菌","腸炎弧菌 (Vibrio parahaemolyticus )","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76138-19.腸炎弧菌(Vibrio parahaemolyticus )民眾版 .doc"
"微生物","病原菌","霍亂弧菌（Vibrio cholerae）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76139-20.霍亂弧菌（Vibrio cholerae）民眾版.doc"
"微生物","病原菌","創傷弧菌(Vibrio vulnificus)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76140-21.創傷弧菌(Vibrio vulnificus)民眾版.doc"
"微生物","病原菌","李斯特菌（Listeria monocytogenes）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76141-22.李斯特菌（Listeria monocytogenes）民眾版.doc"
"其他類別","","氟化鈉（Sodium fluoride）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75859-氟化鈉專業版100.06.03.doc"
"其他類別","","氟化鈉（Sodium fluoride）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76101-氟化鈉民眾版100.0622.doc"
"其他類別","","芥酸（Erucic acid）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76102-5.芥酸(Erucic_acid)民眾版.doc"
"其他類別","","棉籽酚(Gossypol)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131181-2.gossypol專業版.doc"
"其他類別","","植酸(Phytic acid)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131182-3.植酸專業版.doc"
"其他類別","","棉籽酚(Gossypol)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131237-2.gossypol民眾版.doc"
"其他類別","","雙氰胺(Cyanoguanidine)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/144641-26.雙氰胺(Cyanoguanidine)專業版.doc"
"其他類別","","雙氰胺(Cyanoguanidine)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/144667-26.雙氰胺(Cyanoguanidine)民眾版.doc"
"其他類別","","奈米食品(Nano-Food)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/149645-33.奈米食品(Nano-Food)專業版.doc"
"其他類別","","奈米食品(Nano-Food)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/149669-33.奈米食品(Nano-Food)民眾版.doc"
"其他類別","","硫脲 (Thiourea)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/139946-35.硫脲 (Thiourea)專業版.doc"
"其他類別","","單氯醋酸(Monochloroacetic acid)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/139950-39.單氯醋酸_((Monochloroacetic acid)專業版.doc"
"其他類別","","氫氰酸(Hydrogen cyanide)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/139985-33.氫氰酸(Hydrogen cyanide)專業版.doc"
"其他類別","","氫氰酸(Hydrogen cyanide)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/140097-33.氫氰酸(Hydrogen cyanide)民眾版.doc"
"其他類別","","硫脲 (Thiourea)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/140099-35.硫脲 (Thiourea)民眾版.doc"
"其他類別","","單氯醋酸(Monochloroacetic acid)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/140104-39.單氯醋酸_((Monochloroacetic acid)民眾版.doc"
"其他類別","","順丁烯二酸酐（Maleic anhydride）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/136986-17.順丁烯二酸酐(maleic acid)專業版.doc"
"其他類別","","芥酸（Erucic acid）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/137001-5.芥酸(Erucic_acid)專業版.doc"
"其他類別","","古柯鹼(cocaine)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/137034-14.古柯鹼(cocaine)民眾版.doc"
"其他類別","","Δ9-四氫大麻酚(Δ9-Tetrahydrocannabinol)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/137035-15.Δ9-四氫大麻酚(Δ9-Tetrahydrocannabinol)民眾版.doc"
"其他類別","","順丁烯二酸（Maleic acid）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/137036-16.順丁烯二酸(maleic acid)民眾版.doc"
"其他類別","","順丁烯二酸酐（Maleic anhydride）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/137038-17.順丁烯二酸酐(maleic acid)民眾版.doc"
"其他類別","","植酸(Phytic acid)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131238-3.植酸民眾版.doc"
"其他類別","","氰甙(Cyanogenic glycoside)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/134417-更新4.氰甙(Cyanogenic glycoside)-專業版.doc"
"其他類別","","氰甙(Cyanogenic glycoside)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/134471-更新4.氰甙(Cyanogenic glycoside)-民眾版.doc"
"其他類別","","古柯鹼（cocaine）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/136983-14.古柯鹼(cocaine)專業版.doc"
"其他類別","","Δ9-四氫大麻酚(Δ9-Tetrahydrocannabinol)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/136984-15.Δ9-四氫大麻酚(Δ9-Tetrahydrocannabinol)專業版.doc"
"其他類別","","順丁烯二酸（Maleic acid）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/136985-16.順丁烯二酸(maleic acid)專業版.doc"
"過敏原","","牛奶過敏之風險評估","http://consumer.fda.gov.tw/Files/HealthRisk/1213/134458-更新45.牛奶過敏原-專業版.doc"
"過敏原","","芒果(Mangifera indica L)過敏之風險評估","http://consumer.fda.gov.tw/Files/HealthRisk/1213/134459-更新46.芒果過敏原-專業版.doc"
"過敏原","","蝦過敏之風險評估(Risk Assessment of Shrimp Allergy)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/134462-更新49.蝦過敏原-專業版.doc"
"過敏原","","蟹過敏原之風險評估 (Risk Assessment of Crab Allergy)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/134463-更新50.蟹過敏原-專業版.doc"
"過敏原","","花生過敏原之風險評估 (The risk assessment of peanuts allergy)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/134464-更新51.花生過敏原-專業版.doc"
"過敏原","","魚類過敏之風險評估 (Risk Assessment of Fish Allergy)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/134465-更新52.魚過敏原-專業版.doc"
"過敏原","","蛋過敏原(Egg allergy)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/149685-49.蛋過敏原(Egg allergy)民眾版.doc"
"過敏原","","杏仁過敏原(Almond allergy)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/149686-50.杏仁過敏原(Almond allergy)民眾版.doc"
"過敏原","","蛋過敏原(Egg allergy)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/149661-49.蛋過敏原(Egg allergy)專業版.doc"
"過敏原","","杏仁過敏原(Almond allergy)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/149662-50.杏仁過敏原(Almond allergy)專業版.doc"
"過敏原","","非乳糜瀉之麩質敏感(Non-celiac gluten sensitivity)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/149681-45.非乳糜瀉之麩質敏感(Non-celiac gluten sensitivity)民眾版.doc"
"過敏原","","乳糜瀉及粥狀瀉(Celiac disease)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/149682-46.乳糜瀉及粥狀瀉(Celiac disease)民眾版.doc"
"過敏原","","小麥過敏原(Wheat allergy)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/149683-47.小麥過敏原(Wheat allergy)民眾版.doc"
"過敏原","","奇異果過敏原(Actinidia allergy)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/149684-48.奇異果過敏原(Actinidia allergy)民眾版.doc"
"過敏原","","魚類過敏之風險評估 (Risk Assessment of Fish Allergy)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/134521-更新52.魚過敏原-民眾版.doc"
"過敏原","","大豆過敏之風險評估 (Risk Assessment of Soybean Allergy)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/134522-更新53.大豆過敏原-民眾版.doc"
"過敏原","","非乳糜瀉之麩質敏感(Non-celiac gluten sensitivity)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/149657-45.非乳糜瀉之麩質敏感(Non-celiac gluten sensitivity)專業版.doc"
"過敏原","","乳糜瀉及粥狀瀉(Celiac disease)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/149658-46.乳糜瀉及粥狀瀉(Celiac disease)專業版.doc"
"過敏原","","小麥過敏原(Wheat allergy)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/149659-47.小麥過敏原(Wheat allergy)專業版.doc"
"過敏原","","奇異果過敏原(Actinidia allergy)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/149660-48.奇異果過敏原(Actinidia allergy)專業版.doc"
"過敏原","","大豆過敏之風險評估 (Risk Assessment of Soybean Allergy)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/134466-更新53.大豆過敏原-專業版.doc"
"過敏原","","牛奶過敏之風險評估","http://consumer.fda.gov.tw/Files/HealthRisk/1213/134514-更新45.牛奶過敏原-民眾版.doc"
"過敏原","","芒果(Mangifera indica L)過敏之風險評估","http://consumer.fda.gov.tw/Files/HealthRisk/1213/134515-更新46.芒果過敏原-民眾版.doc"
"過敏原","","蝦過敏之風險評估(Risk Assessment of Shrimp Allergy)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/134518-更新49.蝦過敏原-民眾版.doc"
"過敏原","","蟹過敏原之風險評估 (Risk Assessment of Crab Allergy)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/134519-更新50.蟹過敏原-民眾版.doc"
"過敏原","","花生過敏原之風險評估 (The risk assessment of peanuts allergy)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/134520-更新51.花生過敏原-民眾版.doc"
"基因改造食品","","基因改造動物食品 (Foods derived from genetically modified animals)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/134460-更新47 基因改造動物食品-專業版 .doc"
"基因改造食品","","基因改造微生物食品 (Foods derived from genetically modified microorganisms)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/134461-更新48.基因改造微生物食品-專業版 .doc"
"基因改造食品","","基因改造植物食品 (Food derived from genetically modified plant)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/134467-更新54.基因改造植物食品-專業版 .doc"
"基因改造食品","","基因改造動物食品 (Foods derived from genetically modified animals)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/134516-更新47 基因改造動物食品-民眾版.doc"
"基因改造食品","","基因改造微生物食品 (Foods derived from genetically modified microorganisms)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/134517-更新48.基因改造微生物食品-民眾版 .doc"
"基因改造食品","","基因改造植物食品 (Food derived from genetically modified plant)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/134523-更新54.基因改造植物食品-民眾版 .doc"
"照射食品","","照射水產品(Irradiated fishery products )","http://consumer.fda.gov.tw/Files/HealthRisk/1213/134454-更新41.照射水產品-專業版.doc"
"照射食品","","照射肉類(Irradiated meats)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/134455-更新42.照射肉類-專業版.doc"
"照射食品","","照射香辛料(Irradiated spices)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/134456-更新43.照射香辛料-專業版.doc"
"照射食品","","照射蔬果(Irradiated Fruits & Vegetables)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/134457-更新44.照射蔬果-專業版.doc"
"照射食品","","照射水產品(Irradiated fishery products )","http://consumer.fda.gov.tw/Files/HealthRisk/1213/134510-更新41.照射水產品-民眾版.doc"
"照射食品","","照射肉類(Irradiated Meats)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/134511-更新42.照射肉類-民眾版.doc"
"照射食品","","照射香辛料(Irradiated Spices)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/134512-更新43.照射香辛料-民眾版.doc"
"照射食品","","照射蔬果(Irradiated Fruits & Vegetables)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/134513-更新44.照射蔬果-民眾版.doc"
"毒菇","","綠褶菇(Chlorophyllum molybdites)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/81529-15.綠褶菇(Chlorophyllum molybdites)民眾版.doc"
"毒菇","","橘黃裸傘(Gymnopilus spectabilis (Fr.)Sing.)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/81530-16.橘黃裸傘(Gymnopilus spectabilis (Fr.)Sing.)民眾版.doc"
"毒菇","","毒鵝膏(Amanita phalloides)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/81531-17.毒鵝膏(Amanita phalloides)民眾版 .doc"
"毒菇","","綠褶菇(Chlorophyllum molybdites)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/137015-15.綠褶菇(Chlorophyllum molybdites)專業版.doc"
"毒菇","","橘黃裸傘(Gymnopilus spectabilis (Fr.)Sing.)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/137016-16.橘黃裸傘(Gymnopilus spectabilis (Fr.)Sing.)專業版.doc"
"毒菇","","毒鵝膏(Amanita phalloides)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/137017-17.毒鵝膏(Amanita phalloides)專業版.doc"
"食品器具、容器及包裝相關物質","","苯乙烯(Styrene)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75870-苯乙烯專業版1000602.doc"
"食品器具、容器及包裝相關物質","","苯乙烯(Styrene)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76114-苯乙烯民眾版1000622.doc"
"食品器具、容器及包裝相關物質","","聚對苯二甲酸乙二酯(Polyethylene terephthalate)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76117-9.聚對苯二甲酸乙二酯(Polyethylene terephthalate)民眾版.doc"
"食品器具、容器及包裝相關物質","","聚氯乙烯（Polyvinyl chloride）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76119-10.聚氯乙烯(Polyvinyl chloride)民眾版.doc"
"食品器具、容器及包裝相關物質","","三聚氰胺(Melamine)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/137000-4.三聚氰胺(Melamine)專業版.doc"
"食品器具、容器及包裝相關物質","","聚對苯二甲酸乙二酯(Polyethylene terephthalate)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/137005-9.聚對苯二甲酸乙二酯(Polyethylene terephthalate)專業版.doc"
"食品器具、容器及包裝相關物質","","聚氯乙烯（Polyvinyl chloride）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/137006-10.聚氯乙烯(Polyvinyl chloride)專業版.doc"
