類別,中文品名,英文品名,使用食品範圍及限量,使用限制,規格,類別說明
"(十) 香料","l-薄荷腦","l-Menthol","本品可於各類食品中視實際需要適量使用","限用為香料。","https://consumer.fda.gov.tw/Files/FoodAdditives/584\10071 l-薄荷腦l-Menthol.doc","1.香料含下列成分時，應顯著標示其成分名稱及含量。 2.飲料使用香料含下列成分時，應符合其限量標準。 品名 使用範圍 限量標準(mg/kg) 松蕈酸（Agaric acid） 飲 料 20 蘆薈素(Aloin） 0.10 β- 杜衡精(β- Asarone） 0.10 小檗鹼(Berberine） 0.10 古柯鹼(Cocaine） 不得檢出 香豆素(Coumarin） 2.0 總氫氰酸(Total Hydrocyanic Acid） 1.0 海棠素(Hypericine） 0.10 蒲勒酮(Pulegone） 100 苦木素(Quassine） 5 奎寧(Quinine） 85 黃樟素(Safrole） 1.0 山道年(Santonin） 0.10 (艸守)酮（α與β）(Thujones，αandβ） 0.5"
"(十) 香料","芳香族醛類","Aromatic Aldehydes","本品可於各類食品中視實際需要適量使用。","一 般認為安全無慮者始准使用。","","1.香料含下列成分時，應顯著標示其成分名稱及含量。 2.飲料使用香料含下列成分時，應符合其限量標準。 品名 使用範圍 限量標準(mg/kg) 松蕈酸（Agaric acid） 飲 料 20 蘆薈素(Aloin） 0.10 β- 杜衡精(β- Asarone） 0.10 小檗鹼(Berberine） 0.10 古柯鹼(Cocaine） 不得檢出 香豆素(Coumarin） 2.0 總氫氰酸(Total Hydrocyanic Acid） 1.0 海棠素(Hypericine） 0.10 蒲勒酮(Pulegone） 100 苦木素(Quassine） 5 奎寧(Quinine） 85 黃樟素(Safrole） 1.0 山道年(Santonin） 0.10 (艸守)酮（α與β）(Thujones，αandβ） 0.5"
"(一) 防腐劑","對羥苯甲酸丁酯","Butylp-Hydroxybenzoate","1.本品可使用於豆皮豆乾類及醬油；用量以p-Hydroxybenzoic Acid計為0.25g/kg以下。 2.本品可使用於醋及不含碳酸飲料；用量以p-Hydroxybenzoic Acid計為0.10g/kg以下。 3.本品可使用於鮮果及果菜之外皮；用量以p-Hydroxybenzoic Acid計為0.012g/kg以下。","","https://consumer.fda.gov.tw/Files/FoodAdditives/12\01012對羥苯甲酸丁酯Butyl p-Hydroxybenzoate.doc","1. 罐頭一律禁止使用防腐劑，但因原料加工或製造技術關係，必須加入防腐劑者，應事先申請中央衛生主管機關核准後，始得使用。 2. 同一食品依表列使用範圍規定混合使用防腐劑時，每一種防腐劑之使用量除以其用量標準所得之數值（即使用量／用量標準）總和不得大於1。 3. 本表所稱「脫水水果」，包括以糖、鹽或其他調味料醃漬、脫水、乾燥或熬煮等加工方法製成之水果加工品。 本表所稱之食品名稱定義： 1.「煮熟豆」係指經煮熟調味之豆類，包括豆餡。 2.「海藻醬類」係指以海藻或海苔為原料製成供佐餐用之醬菜。 3.「濃糖果漿」係指由天然果汁或乾果中抽取50％以上，添加入濃厚糖 漿中,其總糖度應在50°Brix 以上，可供稀釋飲用者。 4.「含果汁之碳酸飲料」係指含5％以上天然果汁之碳酸飲料。 5.「罐頭食品」係指在製造過程中，經過脫氣、密封、殺菌等步驟而能防 止外界微生物之再污染且可達到保存目的之食品。 6. 本表為正面表列，非表列之食品品項，不得使用該食品添加物。"
"(一) 防腐劑","對羥苯甲酸異丙酯","Isopropylp-Hydroxybenzoate","1.本品可使用於豆皮豆乾類及醬油；用量以p-Hydroxybenzoic Acid計為0.25g/kg以下。 2.本品可使用於醋及不含碳酸飲料；用量以p-Hydroxybenzoic Acid計為0.10g/kg以下。 3.本品可使用於鮮果及果菜之外皮；用量以p-Hydroxybenzoic Acid計為0.012g/kg以下。","","https://consumer.fda.gov.tw/Files/FoodAdditives/13\01013對羥苯甲酸異丙酯Isopropyl p-Hydroxybenzoate.doc","1. 罐頭一律禁止使用防腐劑，但因原料加工或製造技術關係，必須加入防腐劑者，應事先申請中央衛生主管機關核准後，始得使用。 2. 同一食品依表列使用範圍規定混合使用防腐劑時，每一種防腐劑之使用量除以其用量標準所得之數值（即使用量／用量標準）總和不得大於1。 3. 本表所稱「脫水水果」，包括以糖、鹽或其他調味料醃漬、脫水、乾燥或熬煮等加工方法製成之水果加工品。 本表所稱之食品名稱定義： 1.「煮熟豆」係指經煮熟調味之豆類，包括豆餡。 2.「海藻醬類」係指以海藻或海苔為原料製成供佐餐用之醬菜。 3.「濃糖果漿」係指由天然果汁或乾果中抽取50％以上，添加入濃厚糖 漿中,其總糖度應在50°Brix 以上，可供稀釋飲用者。 4.「含果汁之碳酸飲料」係指含5％以上天然果汁之碳酸飲料。 5.「罐頭食品」係指在製造過程中，經過脫氣、密封、殺菌等步驟而能防 止外界微生物之再污染且可達到保存目的之食品。 6. 本表為正面表列，非表列之食品品項，不得使用該食品添加物。"
"(一) 防腐劑","對羥苯甲酸甲酯","Methylp-Hydroxybenzoate","1.本品可使用於豆皮豆乾類及醬油；用量以p-Hydroxybenzoic Acid計為0.25 g/kg以下。 2.本品可使用於醋及不含碳酸飲料；用量以p-Hydroxybenzoic Acid計為0.10 g/kg以下。3.本品可使用於鮮果及果菜之外皮；用量以p-Hydroxybenzoic Acid計為0.012 g/kg以下。","","","1. 罐頭一律禁止使用防腐劑，但因原料加工或製造技術關係，必須加入防腐劑者，應事先申請中央衛生主管機關核准後，始得使用。 2. 同一食品依表列使用範圍規定混合使用防腐劑時，每一種防腐劑之使用量除以其用量標準所得之數值（即使用量／用量標準）總和不得大於1。 3. 本表所稱「脫水水果」，包括以糖、鹽或其他調味料醃漬、脫水、乾燥或熬煮等加工方法製成之水果加工品。 本表所稱之食品名稱定義： 1.「煮熟豆」係指經煮熟調味之豆類，包括豆餡。 2.「海藻醬類」係指以海藻或海苔為原料製成供佐餐用之醬菜。 3.「濃糖果漿」係指由天然果汁或乾果中抽取50％以上，添加入濃厚糖 漿中,其總糖度應在50°Brix 以上，可供稀釋飲用者。 4.「含果汁之碳酸飲料」係指含5％以上天然果汁之碳酸飲料。 5.「罐頭食品」係指在製造過程中，經過脫氣、密封、殺菌等步驟而能防 止外界微生物之再污染且可達到保存目的之食品。 6. 本表為正面表列，非表列之食品品項，不得使用該食品添加物。"
"(二) 殺菌劑","氯化石灰（漂白粉）","Chlorinated Lime","本品可使用於飲用水及食品用水；用量以殘留有效氯符合飲用水標準為度。","","https://consumer.fda.gov.tw/Files/FoodAdditives/24\02001氯化石灰Chlorinated Lime.doc","本表為正面表列，非表列之食品品項，不得使用該食品添加物。"
"(二) 殺菌劑","次氯酸鈉液","Sodium HypochloriteSolution","本品可使用於飲用水及食品用水；用量以殘留有效氯符合飲用水標準為度。","","https://consumer.fda.gov.tw/Files/FoodAdditives/25\02002次氯酸鈉液Sodium Hypochlorite Solution.doc","本表為正面表列，非表列之食品品項，不得使用該食品添加物。"
"(十二) 粘稠劑（糊料）","乾酪素","Casein","本品可於各類食品中視實際需要適量使用。","","https://consumer.fda.gov.tw/Files/FoodAdditives/678\12003乾酪素Casein.doc","本表為正面表列，非表列之食品品項，不得使用該食品添加物。"
"(十二) 粘稠劑（糊料）","磷酸澱粉","Starch Phosphate","本品可於各類食品中視實際需要適量使用。","","","本表為正面表列，非表列之食品品項，不得使用該食品添加物。"
"(十二) 粘稠劑（糊料）","乙基纖維素","Ethyl Cellulose","本品可於各類食品中視實際需要適量使用。","","","本表為正面表列，非表列之食品品項，不得使用該食品添加物。"
"(十六) 乳化劑","脂肪酸鹽類","Salts of Fatty Acids","本品可於各類食品中視實際需要適量使用。","","","本表為正面表列，非表列之食品品項，不得使用該食品添加物。"
"(一) 防腐劑","對羥苯甲酸異丁酯","Isobutylp-Hydroxybenzoate","1.本品可使用於豆皮豆乾類及醬油；用量以p-Hydroxybenzoic Acid計為0.25g/kg以下。 2.本品可使用於醋及不含碳酸飲料；用量以p-Hydroxybenzoic Acid計為0.10g/kg以下。 3.本品可使用於鮮果及果菜之外皮；用量以p-Hydroxybenzoic Acid計為0.012g/kg以下。","","https://consumer.fda.gov.tw/Files/FoodAdditives/14\01014對羥苯甲酸異丁酯Isobutyl p-Hydroxybenzoate.doc","1. 罐頭一律禁止使用防腐劑，但因原料加工或製造技術關係，必須加入防腐劑者，應事先申請中央衛生主管機關核准後，始得使用。 2. 同一食品依表列使用範圍規定混合使用防腐劑時，每一種防腐劑之使用量除以其用量標準所得之數值（即使用量／用量標準）總和不得大於1。 3. 本表所稱「脫水水果」，包括以糖、鹽或其他調味料醃漬、脫水、乾燥或熬煮等加工方法製成之水果加工品。 本表所稱之食品名稱定義： 1.「煮熟豆」係指經煮熟調味之豆類，包括豆餡。 2.「海藻醬類」係指以海藻或海苔為原料製成供佐餐用之醬菜。 3.「濃糖果漿」係指由天然果汁或乾果中抽取50％以上，添加入濃厚糖 漿中,其總糖度應在50°Brix 以上，可供稀釋飲用者。 4.「含果汁之碳酸飲料」係指含5％以上天然果汁之碳酸飲料。 5.「罐頭食品」係指在製造過程中，經過脫氣、密封、殺菌等步驟而能防 止外界微生物之再污染且可達到保存目的之食品。 6. 本表為正面表列，非表列之食品品項，不得使用該食品添加物。"
"(一) 防腐劑","二醋酸鈉","Sodium Diacetate（Sodium HydrogenDiacetate）","1.本品可使用於包裝烘焙食品；用量0.40％以下。2.本品可使用於包裝之肉汁及調味汁；用量為0.25％以下。 3.本品可使用於包裝之油脂、肉製品及軟糖果；用量為0.10％以下。 4.本品可使用於包裝之點心食品、湯及湯粉；用量為0.05％以下。","","https://consumer.fda.gov.tw/Files/FoodAdditives/16\01016二醋酸鈉Sodium Diacetate.doc","1. 罐頭一律禁止使用防腐劑，但因原料加工或製造技術關係，必須加入防腐劑者，應事先申請中央衛生主管機關核准後，始得使用。 2. 同一食品依表列使用範圍規定混合使用防腐劑時，每一種防腐劑之使用量除以其用量標準所得之數值（即使用量／用量標準）總和不得大於1。 3. 本表所稱「脫水水果」，包括以糖、鹽或其他調味料醃漬、脫水、乾燥或熬煮等加工方法製成之水果加工品。 本表所稱之食品名稱定義： 1.「煮熟豆」係指經煮熟調味之豆類，包括豆餡。 2.「海藻醬類」係指以海藻或海苔為原料製成供佐餐用之醬菜。 3.「濃糖果漿」係指由天然果汁或乾果中抽取50％以上，添加入濃厚糖 漿中,其總糖度應在50°Brix 以上，可供稀釋飲用者。 4.「含果汁之碳酸飲料」係指含5％以上天然果汁之碳酸飲料。 5.「罐頭食品」係指在製造過程中，經過脫氣、密封、殺菌等步驟而能防 止外界微生物之再污染且可達到保存目的之食品。 6. 本表為正面表列，非表列之食品品項，不得使用該食品添加物。"
"(二) 殺菌劑","過氧化氫（雙氧水）","Hydrogen Peroxide","本品可使用於魚肉煉製品、除麵粉及其製品以外之其他食品；用量以H2O2 殘留量計：食品中不得殘留。","","https://consumer.fda.gov.tw/Files/FoodAdditives/26\02003過氧化氫Hydrogen Peroxide.doc","本表為正面表列，非表列之食品品項，不得使用該食品添加物。"
"(三) 抗氧化劑","二丁基羥基甲苯","Dibutyl HydroxyToluene（BHT）","1.本品可使用於冷凍魚貝類及冷凍鯨魚肉之浸漬液；用量為1.0g/kg以下。2.本品可使用於口香糖及泡泡糖；用量為0.75g/kg以下。3.本品可使用於油脂、乳酪（butter）=奶油（cream）、魚貝類乾製品及鹽藏品；用量為0.20g/kg以下。4.本品可使用於脫水馬鈴薯片（flakes）或粉、脫水甘薯片（flakes），及其他乾燥穀類早餐；用量為0.05g/kg以下。5.本品可使用於馬鈴薯顆粒（granules）；用量為0.010g/kg以下。 6.本品可使用於膠囊狀、錠狀食品；用量為0.40 g/kg以下。","","https://consumer.fda.gov.tw/Files/FoodAdditives/28\03001二丁基羥基甲苯Dibutul Hydroxy Toluene.doc","1.抗氧化劑混合使用時，每一種抗氧化劑之使用量除以其用量標準所得之數值（即使用量／用量標準）總和應不得大於1 。 2.本表為正面表列，非表列之食品品項，不得使用該食品添加物。"
"(三) 抗氧化劑","丁基羥基甲氧苯","Butyl HydroxyAnisole（BHA）","1.本品可使用於冷凍魚貝類及冷凍鯨魚肉之浸漬液；用量為1.0g/kg 以下。 2.本品可使用於口香糖及泡泡糖；用量為0.75g/kg以下。 3.本品可使用於油脂、乳酪（butter）、奶油（cream）、魚貝類乾製品及鹽藏品；用量為0.20g/kg以下。 4.本品可使用於脫水馬鈴薯片（flakes）或粉、脫水甘薯片（flakes），及其他乾燥穀類早餐；用量為0.05g/kg以下。 5.本品可使用於馬鈴薯顆粒（granules）；用量為0.010g/kg 以下。 6.本品可使用於膠囊狀、錠狀食品；用量為0.40 g/kg以下。","","https://consumer.fda.gov.tw/Files/FoodAdditives/29\03002丁基羥基甲氧苯Butyl Hydroxy Anisole.doc","1.抗氧化劑混合使用時，每一種抗氧化劑之使用量除以其用量標準所得之數值（即使用量／用量標準）總和應不得大於1 。 2.本表為正面表列，非表列之食品品項，不得使用該食品添加物。"
"(七) 品質改良用、釀造用及食品製造用劑","D-山梨醇液70％","D-Sorbitol Solution 70％","本品可於各類食品中視實際需要適量使用。","1. 限於食品製造或加工必須時使用。2. 嬰兒食品不得使用。","","本表為正面表列，非表列之食品品項，不得使用該食品添加物。"
"(一) 防腐劑","己二烯酸鈣","Calcium Sorbate","1.本品可使用於魚肉煉製品、肉製品、海膽、魚子醬、花生醬、醬菜類、水分含量25％以上（含25％）之蘿蔔乾、醃漬蔬菜、豆皮豆乾類及乾酪；用量以Sorbic Acid計為2.0g/kg以下。 2.本品可使用於煮熟豆、醬油、味噌、烏魚子、魚貝類乾製品、海藻醬類、豆腐乳、糖漬果實類、脫水水果、糕餅、果醬、果汁、乳酪、奶油、人造奶油、番茄醬、辣椒醬、濃糖果漿、調味糖漿及其他調味醬；用量以Sorbic Acid計為1.0g/kg以下。 3.本品可使用於不含碳酸飲料、碳酸飲料；用量以Sorbic Acid 計為0.5g/kg以下。4.本品可使用於膠囊狀、錠狀食品；用量以Sorbic Acid 計為2.0 g/kg以下。","","","1. 罐頭一律禁止使用防腐劑，但因原料加工或製造技術關係，必須加入防腐劑者，應事先申請中央衛生主管機關核准後，始得使用。 2. 同一食品依表列使用範圍規定混合使用防腐劑時，每一種防腐劑之使用量除以其用量標準所得之數值（即使用量／用量標準）總和不得大於1。 3. 本表所稱「脫水水果」，包括以糖、鹽或其他調味料醃漬、脫水、乾燥或熬煮等加工方法製成之水果加工品。 本表所稱之食品名稱定義： 1.「煮熟豆」係指經煮熟調味之豆類，包括豆餡。 2.「海藻醬類」係指以海藻或海苔為原料製成供佐餐用之醬菜。 3.「濃糖果漿」係指由天然果汁或乾果中抽取50％以上，添加入濃厚糖 漿中,其總糖度應在50°Brix 以上，可供稀釋飲用者。 4.「含果汁之碳酸飲料」係指含5％以上天然果汁之碳酸飲料。 5.「罐頭食品」係指在製造過程中，經過脫氣、密封、殺菌等步驟而能防 止外界微生物之再污染且可達到保存目的之食品。 6. 本表為正面表列，非表列之食品品項，不得使用該食品添加物。"
