許可證字號,中文品名,英文品名,有效日期,申請商名稱,發證日期,申請商電話,劑型,用途,簽審文件,製造廠國別,成分,申請商地址,包裝量及單位
"衛署添輸字 006099","離子交換樹脂　　　　　　　　　　　　　　　　　　　　","ION EXCHANGE RESIN (DIAION WA30LL)","2019-09-01","太洋化成股份有限公司","1999-09-01","07-7871295","粒狀","食品工業用化學藥品","DHB0C006099000","日本","ION EXCHANGE RESIN","",""
"衛署添輸字 006122","離子交換樹脂　","ION EXCHANGE RESIN(DIAION SA12ALL)","2019-09-20","太洋化成股份有限公司","1999-09-20","07-7871295","粒狀","食品工業用化學藥品","DHB0C006122005","日本","ION EXCHANGE RESIN","",""
"衛署添輸字 006100","離子交換樹脂　　　　　　　　　　　　　　　　　　　　","ION EXCHANGE RESIN (DIAION PK216)","2019-09-01","太洋化成股份有限公司","1999-09-01","07-7871295","粒狀","食品工業用化學藥品","DHB0C006100004","日本","ION EXCHANGE RESIN","",""
"衛署添輸字 006107","離子交換樹脂　　　","ION EXCHANGE RESIN (DIAION SA20ALL)","2019-09-01","太洋化成股份有限公司","1999-09-01","07-7871295","粒狀","食品工業用化學藥品","DHB0C006107002","日本","ION EXCHANGE RESIN","",""
"衛署添輸字 007727","呈味核苷酸二鈉","AJITIDE I＋G","2021-11-07","台灣味之素股份有限公司","2006-11-07","02-87122069","結晶性粉末","調味劑","DHB0C007727004","泰國","DISODIUM 5`-INOSINATE;;DISODIUM 5`-GUANYLATE","","20.00000公斤;1.00000公斤;10.00000公斤"
"衛部添輸字 011465","醋酸澱粉","STARCH ACETATE (EHELASTIC 10A)","2020-10-31","信川貿易有限公司","2015-10-31","02-28945678","粉劑","粘稠劑","DHB0M011465008","泰國","STARCH ACETATE","","25.00000公斤"
"衛部添輸字 012014","甘草萃","LICORICE EXTRACTS","2022-01-13","圓翔國際股份有限公司","2017-01-13","04-22596919","粉劑","甜味劑","DHB0M012014000","中國大陸","LICORICE EXTRACTS","","20.00000公斤;15.00000公斤;1.00000公斤"
"衛部添輸字 011734","甘草素","GLYCYRRHIZIN (GLYCYRRHIZIN R-21)","2021-06-24","圓翔國際股份有限公司","2016-06-24","04-22596919","粉劑","甜味劑","DHB0M011734008","中國大陸","GLYCYRRHIZIN","","1.00000公斤;15.00000公斤"
"衛部添輸字 011897","離子交換樹脂","ION-EXCHANGE RESIN (DIAION PA312)","2021-10-21","太洋化成股份有限公司","2016-10-21","07-7871295","粒狀","食品工業用化學藥品","DHB0M011897007","日本","ION-EXCHANGE RESIN","","25.00000公升"
"衛部添輸字 011896","離子交換樹脂","ION-EXCHANGE RESIN (DIAION PA308)","2021-10-21","太洋化成股份有限公司","2016-10-21","07-7871295","粒狀","食品工業用化學藥品","DHB0M011896004","日本","ION-EXCHANGE RESIN","","25.00000公升"
"衛部添輸字 010256","醋酸澱粉","STARCH ACETATE(ST-250)","2018-09-16","優質澱粉有限公司","2013-09-16","03-2631234","粉劑","粘稠劑","DHB0M010256004","泰國","STARCH ACETATE","","25.00000公斤"
"衛部添輸字 010257","醋酸澱粉","STARCH ACETATE(SG-210A)","2018-09-16","優質澱粉有限公司","2013-09-16","03-2631234","粉劑","粘稠劑","DHB0M010257007","泰國","STARCH ACETATE","","20.00000公斤"
"衛部添輸字 010277","乙醯化磷酸二澱粉","ACETYLATED DISTARCH PHOSPHATE(ST-457)","2018-10-02","優質澱粉有限公司","2013-10-02","03-2631234","粉劑","粘稠劑","DHB0M010277002","泰國","ACETYLATED DISTARCH PHOSPHATE","","25.00000公斤"
"衛部添輸字 010635","支鏈胺基酸","BCAA","2019-04-19","美隆貿易股份有限公司","2014-04-19","06-2619348","粉劑","營養添加劑","DHB0M010635000","中國大陸","L-LEUCINE;;L-ISOLEUCINE;;L-VALINE","","5.00000公斤;1.00000公斤;25.00000公斤"
"衛部添輸字 011646","甘草酸一銨","MONOAMMONIUM GLYCYRRHIZINATE","2021-03-30","圓翔國際股份有限公司","2016-03-30","04-22596919","結晶性粉末","甜味劑","DHB0M011646000","中國大陸","MONOAMMONIUM GLYCYRRHIZINATE","","20.00000公斤;25.00000公斤;1.00000公斤;20.00000公斤;20.00000公斤;1.00000公斤;1.00000公斤"
"衛部添輸字 011652","甘草萃","LICORICE EXTRACTS","2021-03-31","圓翔國際股份有限公司","2016-03-31","04-22596919","塊狀","甜味劑","DHB0M011652005","中國大陸","LICORICE EXTRACTS","","25.00000公斤;5.00000公斤"
"衛部添輸字 011829","牛磺酸","TAURINE","2021-09-07","美隆貿易股份有限公司","2016-09-07","06-2619348","結晶性粉末","營養添加劑","DHB0M011829001","中國大陸","TAURINE","","25.00000公斤;25.00000公斤;50.00000公斤"
"衛部添輸字 010979","檸檬酸亞鐵鈉","SODIUM FERROUS CITRATE (SANFEROL)","2019-11-05","鉑睿實業有限公司","2014-11-05","02-89923555","粉劑","營養添加劑","DHB0M010979004","日本","SODIUM FERROUS CITRATE","","10.00000公斤"
"衛署添輸字 009475","L-麩酸","L-GLUTAMIC ACID","2022-03-27","美隆貿易股份有限公司","2012-03-27","06-2619348","結晶性粉末","調味劑","DHB0C009475002","中國大陸","L-GLUTAMIC ACID","","25.00000公斤;5.00000公斤;1.00000公斤"
"衛署添輸字 009509","L-白胺酸","L-LEUCINE","2022-04-17","美隆貿易股份有限公司","2012-04-17","06-2619348","結晶性粉末","營養添加劑","DHB0C009509004","中國大陸","L-LEUCINE","","25.00000公斤;5.00000公斤;1.00000公斤"
"衛署添輸字 009510","L-羥丁胺酸","L-THREONINE","2022-04-17","美隆貿易股份有限公司","2012-04-17","06-2619348","結晶性粉末","營養添加劑","DHB0C009510007","中國大陸","L-THREONINE","","25.00000公斤;5.00000公斤;1.00000公斤"
"衛署添輸字 009474","L-苯丙胺酸","L-PHENYLALANINE","2022-03-27","美隆貿易股份有限公司","2012-03-27","06-2619348","結晶性粉末","營養添加劑","DHB0C009474002","中國大陸","L-PHENYLALANINE","","25.00000公斤;5.00000公斤;1.00000公斤"
"衛署添輸字 009472","L-精胺酸","L-ARGININE (L-ARGININE BASE)","2022-03-27","美隆貿易股份有限公司","2012-03-27","06-2619348","結晶性粉末","營養添加劑","DHB0C009472006","中國大陸","L-ARGININE","","25.00000公斤;5.00000公斤;1.00000公斤;5.00000公斤;5.00000公斤;20.00000公斤;20.00000公斤;25.00000公斤"
"衛署添輸字 009473","L-半胱氨酸鹽酸鹽","L-CYSTEINE MONOHYDROCHLORIDE","2022-03-27","美隆貿易股份有限公司","2012-03-27","06-2619348","結晶性粉末","抗氧化劑;;品質改良用、釀造用及食品製造用劑;;香料","DHB0C009473009","中國大陸","L-CYSTEINE MONOHYDROCHLORIDE","","25.00000公斤;5.00000公斤;1.00000公斤"
"衛署添輸字 009505","L-色胺酸","L-TRYPTOPHAN","2022-04-17","美隆貿易股份有限公司","2012-04-17","06-2619348","結晶性粉末","營養添加劑","DHB0C009505005","中國大陸","L-TRYPTOPHAN","","25.00000公斤;5.00000公斤;1.00000公斤;1.00000公斤;1.00000公斤;5.00000公斤;5.00000公斤;20.00000公斤;20.00000公斤;25.00000公斤"
"衛部添輸字 011684","維生素 E 粉末 P20","D-MIXED TOCOPHEROLS CONCENTRATE P20","2021-05-05","鉑睿實業有限公司","2016-05-05","02-89923555","粉劑","抗氧化劑;;營養添加劑","DHB0M011684000","日本","TOCOPHEROLS CONCENTRATE, MIXED;;RAPE SEED OIL;;STARCH SODIUM OCTENYL SUCCINATE;;DEXTRIN","","10.00000公斤"
"衛署添輸字 004559","Ｌ－麩酸鈉　　　　　　　　　　　　　　　　　　　　　","MONOSODIUM L-GLUTAMATE","2018-04-29","信和股份有限公司","1993-04-29","02-2991678","結晶","調味劑","DHB0C004559007","印尼","MONOSODIUM L-GLUTAMATE","",""
"衛部添輸字 012029","甘草萃","LICORICE EXTRACTS","2021-01-20","圓翔國際股份有限公司","2017-01-20","04-22596919","粉劑","甜味劑","DHB0M012029003","中國大陸","LICORICE EXTRACTS","","20.00000公斤;1.00000公斤"
"衛部添輸字 011726","甘草萃","LICORICE EXTRACTS","2021-06-10","圓翔國際股份有限公司","2016-06-10","04-22596919","塊狀","甜味劑","DHB0M011726000","中國大陸","LICORICE EXTRACTS","","25.00000公斤;5.00000公斤"
"衛部添輸字 011725","甘草素","GLYCYRRHIZIN (GLYCYRRHIZIN R-21)","2021-06-10","圓翔國際股份有限公司","2016-06-10","04-22596919","粉劑","甜味劑","DHB0M011725007","中國大陸","GLYCYRRHIZIN","","1.00000公斤;20.00000公斤;20.00000公斤"
"衛部添輸字 011727","甘草酸一銨","MONOAMMONIUM GLYCYRRHIZINATE","2021-06-10","圓翔國際股份有限公司","2016-06-10","04-22596919","結晶性粉末","甜味劑","DHB0M011727000","中國大陸","MONOAMMONIUM GLYCYRRHIZINATE","","1.00000公斤;25.00000公斤;25.00000公斤"
"衛部添輸字 011268","碳酸氫鈉","SODIUM BICARBONATE","2020-06-15","昊漢企業股份有限公司","2015-06-15","02-27401418","結晶性粉末","膨脹劑","DHB0M011268007","義大利","SODIUM BICARBONATE","","25.00000公斤"
"衛署添輸字 00790501","二氧化矽","SILICON DIOXIDE (ZEOFREE)","2019-08-20","高仲企業有限公司","2014-08-20","02-28271071","粉劑","品質改良用、釀造用及食品製造用劑","DHB0C007905011","印度","SILICON DIOXIDE","","8.00000公斤;10.00000公斤"
"衛署添輸字 007905","二氧化矽","SILICON DIOXIDE(ZEOFREE 5161 S)","2022-09-03","台灣公利洋行股份有限公司","2007-08-29","02-27218660","粉劑","品質改良用、釀造用及食品製造用劑;;營養添加劑","DHB0C007905000","印度","SILICON DIOXIDE","","8.00000公斤;10.00000公斤;10.00000公斤"
"衛部添輸字 011756","二氧化矽","SILICON DIOXIDE (ZEOFREE 5162)","2021-07-04","台灣公利洋行股份有限公司","2016-07-04","02-27218660","粉劑","品質改良用、釀造用及食品製造用劑;;營養添加劑","DHB0M011756009","印度","SILICON DIOXIDE","","8.00000公斤;8.00000公斤"
"衛部添輸字 010628","碘化鉀","POTASSIUM IODIDE","2019-04-15","鑫元國際有限公司","2014-04-15","02-27118612","結晶性粉末","營養添加劑","DHB0M010628005","印度","POTASSIUM IODIDE","","25.00000公斤"
"衛署添輸字 002157","冰棒安定劑 TS-100　　　　　　　　　　　　　","TS-100","2020-09-11","双安有限公司","1985-09-11","02-25377654","粉劑","粘稠劑","DHB0C002157008","日本","LOCUST BEAN GUM(CAROB BEAN GUM);;TAMARIND GUM;;CARRAGEENAN;;WHEAT STARCH;;DEXTRIN","",""
"衛部添輸字 012086","乳化型焦磷酸鐵 FE-P80LK(TW)","SUNACTIVE FE-P80LK (TW)","2022-03-22","双安有限公司","2017-03-22","02-25377654","粉劑","營養添加劑","DHB0M012086005","日本","SWEET POTATO STARCH HYDROLYSATE;;FERRIC PYROPHOSPHATE;;SODIUM CHLORIDE;;LECITHIN","","10.00000公斤"
"衛部添輸字 011724","海藻酸丙二醇","PROPYLENE GLYCOL ALGINATE (NEOSOFT AL-31)","2021-06-08","双安有限公司","2016-06-08","02-25377654","粉劑","粘稠劑","DHB0M011724004","日本","PROPYLENE GLYCOL ALGINATE","","15.00000公斤"
"衛署添輸字 008926","二氧化矽","SILICON DIOXIDE (ZEOTHIX 95)","2021-03-14","東君股份有限公司","2011-03-14","02-27012225","粉劑","營養添加劑;;品質改良用、釀造用及食品製造用劑","DHB0C008926004","美國","SILICON DIOXIDE","","11.34000公斤"
"衛署添輸字 007385","甘草抽出物 TS","LICOCE TS GRANULE","2020-02-04","振芳股份有限公司","2005-02-04","02-23415137","微細顆粒","甜味劑","DHB0C007385002","日本","LICORICE EXTRACTS;;TRISODIUM CITRATE;;LACTOSE","","1.00000公斤;10.00000公斤"
"衛署添輸字 006021","消泡劑(TSA-737F)","SILICONE ANTI-FOAM TSA 737 F","2019-02-05","振誠貿易股份有限公司","1999-02-05","02-23690989","液劑","消泡劑","DHB0C006021000","日本","CORN OIL;;XANTHAN GUM;;SUCROSE FATTY ACID ESTER;;GLYCERIN FATTY ACID ESTER;;SORBITAN FATTY ACID ESTER;;WATER;;SILICON RESIN","","1.00000公斤;15.00000公斤;18.00000公斤"
"衛署添輸字 000703","羧甲基纖維素鈉　　　　　　　　　　　　　　　　　　　","SODIUM CARBOXYMETHYL CELLULOSE (CELLOGEN F-BSH-6)","2022-08-08","立業貿易股份有限公司","1980-08-08","02-5719231","粉劑","粘稠劑","DHB0C000703007","日本","SODIUM CARBOXYMETHYL CELLULOSE","",""
"衛署添輸字 006545","羧甲基纖維素鈉","SODIUM CARBOXYMETHYL CELLULOSE (CELLOGEN F-930A)","2020-12-12","立業貿易股份有限公司","2000-12-12","02-5719231","粉劑","粘稠劑","DHB0C006545003","日本","SODIUM CARBOXYMETHYL CELLULOSE(CMC)","","20.00000公斤"
"衛署添輸字 006144","海藻酸鈉　　　　　　　　　　　　　　　　　　　　　　","SODIUM ALGINATE (KIMICA ALGIN I-1)","2019-10-01","虹達貿易有限公司","1999-10-01","02-25783322","粉劑","粘稠劑","DHB0C006144006","日本","SODIUM ALGINATE","",""
"衛署添輸字 009928","三偏磷酸鈉","SODIUM TRIMETAPHOSPHATE (PRAYPHOS STMP 118FG)","2018-02-05","碧寬實業有限公司","2013-02-05","0222875747","結晶性粉末","品質改良用、釀造用及食品製造用劑","DHB0C009928003","美國","SODIUM TRIMETAPHOSPHATE","","22.70000公斤"
"衛署添輸字 008271","生育醇(維生素E)","DL-ALPHA-TOCOPHEROL","2019-02-17","衛采製藥股份有限公司","2009-02-17","02-5314175","粉劑","營養添加劑;;抗氧化劑","DHB0C008271000","日本","DL-ALPHA-TOCOPHEROL","","5.00000公斤;15.00000公斤"
"衛部添輸字 011650","食用紅色四十號鋁麗基","ALLURA RED AC ALUMINUM LAKE","2021-03-31","宸品有限公司","2016-03-31","02-27886279","粉劑","著色劑","DHB0M011650002","印度","ALLURA RED AC ALUMINUM LAKE","","1.00000公斤;10.00000公斤"
"衛署添輸字 007837","食用黃色4號鋁麗基","TARTRAZINE ALUMINUM LAKE","2022-03-24","宸品有限公司","2007-03-24","02-27886279","粉劑","著色劑","DHB0C007837000","印度","TARTRAZINE ALUMINUM LAKE","","1.00000公斤;10.00000公斤;20.00000公斤"
"衛部添輸字 010455","食用藍色二號","FOOD BLUE NO.2(INDIGOTINE(INDIGO CARMINE))","2018-12-30","宸品有限公司","2013-12-30","02-27886279","粉劑","著色劑","DHB0M010455001","印度","INDIGO CARMINE","","1.00000公斤;10.00000公斤;20.00000公斤;25.00000公斤"
"衛署添輸字 007470","食用紅色六號","NEW COCCIN (FOOD RED NO.6)(PONCEAU 4R)","2020-07-25","宸品有限公司","2005-07-25","02-27886279","粉劑","著色劑","DHB0C007470001","印度","NEW COCCIN","","25.00000公斤;10.00000公斤;1.00000公斤"
"衛部添輸字 012078","甲鈷胺(甲基鈷胺)","MECOBALAMIN (METHYLCOBALAMIN)","2022-03-06","宣泓貿易有限公司","2017-03-06","02-22445885","結晶性粉末","營養添加劑","DHB0M012078007","印度","MECOBALAMIN (METHYLCOBALAMIN)","","100.00000公克;500.00000公克;1.00000公斤"
"衛署添輸字 009771","核黃素磷酸鈉","RIBOFLAVIN PHOSPHATE SODIUM","2017-12-04","宣泓貿易有限公司","2012-12-04","02-22445885","結晶性粉末","營養添加劑;;著色劑","DHB0C009771005","印度","RIBOFLAVIN PHOSPHATE SODIUM","","20.00000公斤;1.00000公斤;5.00000公斤;10.00000公斤;25.00000公斤"
"衛部添輸字 011895","鳳梨酵素-M 1200GDU","BROMELAIN-M (1200 GDU/G)","2021-10-29","登盛企業股份有限公司","2016-10-29","02-26598566","粉劑","酵素製劑","DHB0M011895001","印度","BROMELAIN;;MALTODEXTRIN","","20.00000公斤;25.00000公斤"
"衛部添輸字 011894","鳳梨酵素-L 1200GDU","BROMELAIN-L (1200 GDU/G)","2021-10-29","登盛企業股份有限公司","2016-10-29","02-26598566","粉劑","酵素製劑","DHB0M011894001","印度","BROMELAIN;;LACTOSE","","20.00000公斤;25.00000公斤"
"衛部添輸字 011769","二氧化鈦","TITANIUM DIOXIDE","2021-07-28","信意企業股份有限公司","2016-07-28","02-7523137","粉劑","著色劑","DHB0M011769009","印度","TITANIUM DIOXIDE","","25.00000公斤;25.00000公斤"
"衛署添輸字 007929","新福喜磷F複方食品添加物","NEW FC RINSAN-F","2017-10-29","來裕企業股份有限公司","2007-10-29","02-7028147","粉劑","品質改良用、釀造用及食品製造用劑","DHB0C007929007","日本","SODIUM METAPHOSPHATE;;SODIUM PHOSPHATE, MONOBASIC, ANHYDROUS","","1.00000公斤;20.00000公斤"
"衛署添輸字 007943","特磷素 E","TARINSAN E","2021-11-15","振芳股份有限公司","2007-11-15","02-23415137","粉劑","結著劑","DHB0C007943000","日本","SODIUM POLYPHOSPHATE;;SODIUM PYROPHOSPHATE;;SODIUM METAPHOSPHATE","","20.00000公斤;1.00000公斤;10.00000公斤;20.00000公斤;25.00000公斤;50.00000公斤"
"衛署添輸字 003143","混合濃縮生育醇　　　　　　　　　　　　　　　　　　　","TOCOPHEROLS CONCENTRATE MIXED (COVI-OX T-70)","2019-06-01","振誠貿易股份有限公司","1989-06-01","02-23690989","液劑","抗氧化劑","DHB0C003143001","美國","TOCOPHEROL CONCENTRATE, MIXED","",""
"衛署添輸字 003140","克敏－ＯＸ　Ｔ－３０Ｐ（天然抗氧化劑）　　　　　　　","COVI-OX T-30P","2019-06-01","振誠貿易股份有限公司","1989-06-01","02-23690989","粉劑","抗氧化劑","DHB0C003140002","美國","TOCOPHEROL CONCENTRATE, MIXED;;ACACIA(GUM ARABIC, ARABIA GUM)","","25.00000公斤;10.00000公斤;25.00000公斤;10.00000公斤"
"衛署添輸字 004657","乳酸鈉液　　　　　　　　　　　　　　　　　　　　　　","SODIUM LACTATE SOLUTION","2018-08-03","振誠貿易股份有限公司","1993-08-03","02-23690989","液劑","調味劑","DHB0C004657006","日本","SODIUM LACTATE SOLUTION","",""
"衛署添輸字 006737","克敏 OX T-50 生育醇液","COVI-OX T-50","2021-12-05","振誠貿易股份有限公司","2001-12-05","02-23690989","油狀物","抗氧化劑;;營養添加劑","DHB0C006737002","美國","TOCOPHEROL CONCENTRATE, MIXED;;SOYBEAN OIL","","190.00000公斤;10.00000公斤"
"衛署添輸字 007134","DL-胺基丙酸","DL-ALANINE","2018-12-17","振誠貿易股份有限公司","2003-12-17","02-23690989","結晶性粉末","調味劑","DHB0C007134008","日本","DL-ALANINE","","20.00000公斤;20.00000公斤;1.00000公斤"
"衛部添輸字 010327","焦糖色素","CARAMEL COLORS (SULFITE AMMONIA CARAMEL) (138)","2018-10-25","双安有限公司","2013-10-25","02-25377654","粉劑","著色劑","DHB0M010327000","美國","CARAMEL COLORS","","50.00000磅"
"衛部添輸字 010328","焦糖色素","CARAMEL COLORS (SULFITE AMMONIA CARAMEL) (137)","2018-10-25","双安有限公司","2013-10-25","02-25377654","粉劑","著色劑","DHB0M010328003","美國","CARAMEL COLORS","","50.00000磅"
"衛部添輸字 011875","乙基麥芽醇","ETHYL MALTOL","2021-10-20","双安有限公司","2016-10-20","02-25377654","結晶性粉末","香料","DHB0M011875006","日本","ETHYL MALTOL","","24.00000公斤;2.00000公斤"
"衛署添輸字 008221","反丁烯二酸一鈉","MONOSODIUM FUMARATE","2018-11-26","振芳股份有限公司","2008-11-26","02-23415137","結晶性粉末","調味劑","DHB0C008221006","日本","MONOSODIUM FUMARATE","","25.00000公斤"
"衛署添輸字 008229","琥珀酸二鈉","DISODIUM SUCCINATE(SS50)","2018-12-10","振芳股份有限公司","2008-12-10","02-23415137","結晶性粉末","調味劑","DHB0C008229004","日本","DISODIUM SUCCINATE","","20.00000公斤;20.00000公斤;1.00000公斤;1.00000公斤;20.00000公斤"
